"","m","ResponseId.x","behavior","numeracy","numeracy.f","certainty","estimate","actual","estimation.bias","estimation.bias.log","absolute.error","absolute.error.log","actual.log","estimate.log","climate_concern","concern.scaled","Duration.wave1","ResponseId.wave1","gender","country","education","household_size","politicalorientation_1","Duration.wave2","ResponseId.y","age","income.wave2","Minutes.wave1","Minutes.wave2","Minutes"
"2923",229409893568680,"R_3QFrmHKrdNNttqa","fridge",10,"numeracy low",3,100,52,1.92307692307692,0.283996656365201,1.92307692307692,0.283996656365201,1.7160033436348,2,3.25,-1.55418719211823,3278,"R_1LBcVCh8pm4Wlva","male","Germany","middle school",2,6,4134,"R_3QFrmHKrdNNttqa",46,"> 4'000€
>5'900 CHF",54,68,"okay"
"2924",229409893568680,"R_3QFrmHKrdNNttqa","hairdryer",10,"numeracy low",4,75,128,0.5859375,-0.232148706256168,0.5859375,0.232148706256168,2.10720996964787,1.8750612633917,3.25,-1.55418719211823,3278,"R_1LBcVCh8pm4Wlva","male","Germany","middle school",2,6,4134,"R_3QFrmHKrdNNttqa",46,"> 4'000€
>5'900 CHF",54,68,"okay"
"2925",229409893568680,"R_3QFrmHKrdNNttqa","heating",10,"numeracy low",4,100,1141,0.0876424189307625,-1.05728564441821,0.0876424189307625,1.05728564441821,3.05728564441821,2,3.25,-1.55418719211823,3278,"R_1LBcVCh8pm4Wlva","male","Germany","middle school",2,6,4134,"R_3QFrmHKrdNNttqa",46,"> 4'000€
>5'900 CHF",54,68,"okay"
"2926",229409893568680,"R_3QFrmHKrdNNttqa","light",10,"numeracy low",3,150,358,0.418994413407821,-0.377791767588193,0.418994413407821,0.377791767588193,2.55388302664387,2.17609125905568,3.25,-1.55418719211823,3278,"R_1LBcVCh8pm4Wlva","male","Germany","middle school",2,6,4134,"R_3QFrmHKrdNNttqa",46,"> 4'000€
>5'900 CHF",54,68,"okay"
"2927",229409893568680,"R_3QFrmHKrdNNttqa","shower",10,"numeracy low",4,80,1186,0.0674536256323777,-1.1709947020363,0.0674536256323777,1.1709947020363,3.07408468902824,1.90308998699194,3.25,-1.55418719211823,3278,"R_1LBcVCh8pm4Wlva","male","Germany","middle school",2,6,4134,"R_3QFrmHKrdNNttqa",46,"> 4'000€
>5'900 CHF",54,68,"okay"
"2928",229409893568680,"R_3QFrmHKrdNNttqa","washing",10,"numeracy low",4,10,127,0.078740157480315,-1.10380372095596,0.078740157480315,1.10380372095596,2.10380372095596,1,3.25,-1.55418719211823,3278,"R_1LBcVCh8pm4Wlva","male","Germany","middle school",2,6,4134,"R_3QFrmHKrdNNttqa",46,"> 4'000€
>5'900 CHF",54,68,"okay"
"2929",229409893568695,"R_2aFwdSvQ5kee5F5","dishwasher",50,"numeracy low",3,500,74,6.75675675675676,0.829738284605043,6.75675675675676,0.829738284605043,1.86923171973098,2.69897000433602,6,1.19581280788177,1200,"R_DC2Y31RhrgXdq2l","female","Germany","degree",2,3,1265,"R_2aFwdSvQ5kee5F5",60,"> 4'000€
>5'900 CHF",20,21,"okay"
"2930",229409893568695,"R_2aFwdSvQ5kee5F5","dryer",50,"numeracy low",4,3000,1088,2.75735294117647,0.440492359357501,2.75735294117647,0.440492359357501,3.03662889536216,3.47712125471966,6,1.19581280788177,1200,"R_DC2Y31RhrgXdq2l","female","Germany","degree",2,3,1265,"R_2aFwdSvQ5kee5F5",60,"> 4'000€
>5'900 CHF",20,21,"okay"
"2931",229409893568695,"R_2aFwdSvQ5kee5F5","fridge",50,"numeracy low",4,500,52,9.61538461538461,0.98296666070122,9.61538461538461,0.98296666070122,1.7160033436348,2.69897000433602,6,1.19581280788177,1200,"R_DC2Y31RhrgXdq2l","female","Germany","degree",2,3,1265,"R_2aFwdSvQ5kee5F5",60,"> 4'000€
>5'900 CHF",20,21,"okay"
"2932",229409893568695,"R_2aFwdSvQ5kee5F5","hairdryer",50,"numeracy low",4,2500,128,19.53125,1.29073003902417,19.53125,1.29073003902417,2.10720996964787,3.39794000867204,6,1.19581280788177,1200,"R_DC2Y31RhrgXdq2l","female","Germany","degree",2,3,1265,"R_2aFwdSvQ5kee5F5",60,"> 4'000€
>5'900 CHF",20,21,"okay"
"2933",229409893568695,"R_2aFwdSvQ5kee5F5","heating",50,"numeracy low",3,150,1141,0.131463628396144,-0.881194385362533,0.131463628396144,0.881194385362533,3.05728564441821,2.17609125905568,6,1.19581280788177,1200,"R_DC2Y31RhrgXdq2l","female","Germany","degree",2,3,1265,"R_2aFwdSvQ5kee5F5",60,"> 4'000€
>5'900 CHF",20,21,"okay"
"2934",229409893568695,"R_2aFwdSvQ5kee5F5","light",50,"numeracy low",3,150,358,0.418994413407821,-0.377791767588193,0.418994413407821,0.377791767588193,2.55388302664387,2.17609125905568,6,1.19581280788177,1200,"R_DC2Y31RhrgXdq2l","female","Germany","degree",2,3,1265,"R_2aFwdSvQ5kee5F5",60,"> 4'000€
>5'900 CHF",20,21,"okay"
"2935",229409893568695,"R_2aFwdSvQ5kee5F5","shower",50,"numeracy low",2,100,1186,0.0843170320404722,-1.07408468902824,0.0843170320404722,1.07408468902824,3.07408468902824,2,6,1.19581280788177,1200,"R_DC2Y31RhrgXdq2l","female","Germany","degree",2,3,1265,"R_2aFwdSvQ5kee5F5",60,"> 4'000€
>5'900 CHF",20,21,"okay"
"2936",229409893568695,"R_2aFwdSvQ5kee5F5","washing",50,"numeracy low",4,1500,127,11.8110236220472,1.07228753809972,11.8110236220472,1.07228753809972,2.10380372095596,3.17609125905568,6,1.19581280788177,1200,"R_DC2Y31RhrgXdq2l","female","Germany","degree",2,3,1265,"R_2aFwdSvQ5kee5F5",60,"> 4'000€
>5'900 CHF",20,21,"okay"
"2937",229409893569726,"R_spYzqIGhHy1QNSV","dishwasher",10,"numeracy low",2,500,74,6.75675675675676,0.829738284605043,6.75675675675676,0.829738284605043,1.86923171973098,2.69897000433602,6,1.19581280788177,880,"R_vkwQtf0JK6KmhZ7","male","Germany","middle school",3,5,644,"R_spYzqIGhHy1QNSV",45,"> 4'000€
>5'900 CHF",14,10,"okay"
"2938",229409893569726,"R_spYzqIGhHy1QNSV","dryer",10,"numeracy low",2,2500,1088,2.29779411764706,0.361311113309877,2.29779411764706,0.361311113309877,3.03662889536216,3.39794000867204,6,1.19581280788177,880,"R_vkwQtf0JK6KmhZ7","male","Germany","middle school",3,5,644,"R_spYzqIGhHy1QNSV",45,"> 4'000€
>5'900 CHF",14,10,"okay"
"2939",229409893569726,"R_spYzqIGhHy1QNSV","fridge",10,"numeracy low",2,500,52,9.61538461538461,0.98296666070122,9.61538461538461,0.98296666070122,1.7160033436348,2.69897000433602,6,1.19581280788177,880,"R_vkwQtf0JK6KmhZ7","male","Germany","middle school",3,5,644,"R_spYzqIGhHy1QNSV",45,"> 4'000€
>5'900 CHF",14,10,"okay"
"2940",229409893569726,"R_spYzqIGhHy1QNSV","hairdryer",10,"numeracy low",2,2000,128,15.625,1.19382002601611,15.625,1.19382002601611,2.10720996964787,3.30102999566398,6,1.19581280788177,880,"R_vkwQtf0JK6KmhZ7","male","Germany","middle school",3,5,644,"R_spYzqIGhHy1QNSV",45,"> 4'000€
>5'900 CHF",14,10,"okay"
"2941",229409893569726,"R_spYzqIGhHy1QNSV","heating",10,"numeracy low",2,2500,1141,2.19106047326906,0.340654364253823,2.19106047326906,0.340654364253823,3.05728564441821,3.39794000867204,6,1.19581280788177,880,"R_vkwQtf0JK6KmhZ7","male","Germany","middle school",3,5,644,"R_spYzqIGhHy1QNSV",45,"> 4'000€
>5'900 CHF",14,10,"okay"
"2942",229409893569726,"R_spYzqIGhHy1QNSV","light",10,"numeracy low",2,1000,358,2.79329608938547,0.446116973356126,2.79329608938547,0.446116973356126,2.55388302664387,3,6,1.19581280788177,880,"R_vkwQtf0JK6KmhZ7","male","Germany","middle school",3,5,644,"R_spYzqIGhHy1QNSV",45,"> 4'000€
>5'900 CHF",14,10,"okay"
"2943",229409893569726,"R_spYzqIGhHy1QNSV","shower",10,"numeracy low",2,1000,1186,0.843170320404722,-0.0740846890282438,0.843170320404722,0.0740846890282438,3.07408468902824,3,6,1.19581280788177,880,"R_vkwQtf0JK6KmhZ7","male","Germany","middle school",3,5,644,"R_spYzqIGhHy1QNSV",45,"> 4'000€
>5'900 CHF",14,10,"okay"
"2944",229409893569726,"R_spYzqIGhHy1QNSV","washing",10,"numeracy low",2,800,127,6.2992125984252,0.799286266035987,6.2992125984252,0.799286266035987,2.10380372095596,2.90308998699194,6,1.19581280788177,880,"R_vkwQtf0JK6KmhZ7","male","Germany","middle school",3,5,644,"R_spYzqIGhHy1QNSV",45,"> 4'000€
>5'900 CHF",14,10,"okay"
"2945",229409893570762,"R_2v16SgaYMHNBq6S","dishwasher",10,"numeracy low",3,600,74,8.10810810810811,0.908919530652668,8.10810810810811,0.908919530652668,1.86923171973098,2.77815125038364,5.75,0.945812807881773,1103,"R_3m9PmtY3H8o50hi","male","Germany","obligatory school",2,3,1099,"R_2v16SgaYMHNBq6S",43,"> 4'000€
>5'900 CHF",18,18,"okay"
"2946",229409893570762,"R_2v16SgaYMHNBq6S","dryer",10,"numeracy low",4,800,1088,0.735294117647059,-0.133538908370217,0.735294117647059,0.133538908370217,3.03662889536216,2.90308998699194,5.75,0.945812807881773,1103,"R_3m9PmtY3H8o50hi","male","Germany","obligatory school",2,3,1099,"R_2v16SgaYMHNBq6S",43,"> 4'000€
>5'900 CHF",18,18,"okay"
"2947",229409893570762,"R_2v16SgaYMHNBq6S","fridge",10,"numeracy low",4,500,52,9.61538461538461,0.98296666070122,9.61538461538461,0.98296666070122,1.7160033436348,2.69897000433602,5.75,0.945812807881773,1103,"R_3m9PmtY3H8o50hi","male","Germany","obligatory school",2,3,1099,"R_2v16SgaYMHNBq6S",43,"> 4'000€
>5'900 CHF",18,18,"okay"
"2948",229409893570762,"R_2v16SgaYMHNBq6S","hairdryer",10,"numeracy low",3,200,128,1.5625,0.193820026016113,1.5625,0.193820026016113,2.10720996964787,2.30102999566398,5.75,0.945812807881773,1103,"R_3m9PmtY3H8o50hi","male","Germany","obligatory school",2,3,1099,"R_2v16SgaYMHNBq6S",43,"> 4'000€
>5'900 CHF",18,18,"okay"
"2949",229409893570762,"R_2v16SgaYMHNBq6S","heating",10,"numeracy low",3,200,1141,0.175284837861525,-0.756255648754233,0.175284837861525,0.756255648754233,3.05728564441821,2.30102999566398,5.75,0.945812807881773,1103,"R_3m9PmtY3H8o50hi","male","Germany","obligatory school",2,3,1099,"R_2v16SgaYMHNBq6S",43,"> 4'000€
>5'900 CHF",18,18,"okay"
"2950",229409893570762,"R_2v16SgaYMHNBq6S","light",10,"numeracy low",4,1000,358,2.79329608938547,0.446116973356126,2.79329608938547,0.446116973356126,2.55388302664387,3,5.75,0.945812807881773,1103,"R_3m9PmtY3H8o50hi","male","Germany","obligatory school",2,3,1099,"R_2v16SgaYMHNBq6S",43,"> 4'000€
>5'900 CHF",18,18,"okay"
"2951",229409893570762,"R_2v16SgaYMHNBq6S","shower",10,"numeracy low",4,700,1186,0.590219224283305,-0.228986649013987,0.590219224283305,0.228986649013987,3.07408468902824,2.84509804001426,5.75,0.945812807881773,1103,"R_3m9PmtY3H8o50hi","male","Germany","obligatory school",2,3,1099,"R_2v16SgaYMHNBq6S",43,"> 4'000€
>5'900 CHF",18,18,"okay"
"2952",229409893570762,"R_2v16SgaYMHNBq6S","washing",10,"numeracy low",4,1500,127,11.8110236220472,1.07228753809972,11.8110236220472,1.07228753809972,2.10380372095596,3.17609125905568,5.75,0.945812807881773,1103,"R_3m9PmtY3H8o50hi","male","Germany","obligatory school",2,3,1099,"R_2v16SgaYMHNBq6S",43,"> 4'000€
>5'900 CHF",18,18,"okay"
"2953",229409893570768,"R_3EFEwrUIE8Kac63","dishwasher",50,"numeracy low",1,15,74,0.202702702702703,-0.693140460675295,0.202702702702703,0.693140460675295,1.86923171973098,1.17609125905568,6,1.19581280788177,652,"R_cGcZqyuNa9pLbdT","female","Germany","obligatory school",1,6,703,"R_3EFEwrUIE8Kac63",50,"<1'500€
<3'100CHF",10,11,"okay"
"2954",229409893570768,"R_3EFEwrUIE8Kac63","dryer",50,"numeracy low",1,500,1088,0.459558823529412,-0.337658891026142,0.459558823529412,0.337658891026142,3.03662889536216,2.69897000433602,6,1.19581280788177,652,"R_cGcZqyuNa9pLbdT","female","Germany","obligatory school",1,6,703,"R_3EFEwrUIE8Kac63",50,"<1'500€
<3'100CHF",10,11,"okay"
"2955",229409893570768,"R_3EFEwrUIE8Kac63","fridge",50,"numeracy low",1,30,52,0.576923076923077,-0.238882088915137,0.576923076923077,0.238882088915137,1.7160033436348,1.47712125471966,6,1.19581280788177,652,"R_cGcZqyuNa9pLbdT","female","Germany","obligatory school",1,6,703,"R_3EFEwrUIE8Kac63",50,"<1'500€
<3'100CHF",10,11,"okay"
"2956",229409893570768,"R_3EFEwrUIE8Kac63","hairdryer",50,"numeracy low",1,20,128,0.15625,-0.806179973983887,0.15625,0.806179973983887,2.10720996964787,1.30102999566398,6,1.19581280788177,652,"R_cGcZqyuNa9pLbdT","female","Germany","obligatory school",1,6,703,"R_3EFEwrUIE8Kac63",50,"<1'500€
<3'100CHF",10,11,"okay"
"2957",229409893570768,"R_3EFEwrUIE8Kac63","heating",50,"numeracy low",1,50,1141,0.0438212094653812,-1.3583156400822,0.0438212094653812,1.3583156400822,3.05728564441821,1.69897000433602,6,1.19581280788177,652,"R_cGcZqyuNa9pLbdT","female","Germany","obligatory school",1,6,703,"R_3EFEwrUIE8Kac63",50,"<1'500€
<3'100CHF",10,11,"okay"
"2958",229409893570768,"R_3EFEwrUIE8Kac63","light",50,"numeracy low",2,60,358,0.167597765363128,-0.775731776260231,0.167597765363128,0.775731776260231,2.55388302664387,1.77815125038364,6,1.19581280788177,652,"R_cGcZqyuNa9pLbdT","female","Germany","obligatory school",1,6,703,"R_3EFEwrUIE8Kac63",50,"<1'500€
<3'100CHF",10,11,"okay"
"2959",229409893570768,"R_3EFEwrUIE8Kac63","shower",50,"numeracy low",1,29,1186,0.0244519392917369,-1.61168669112929,0.0244519392917369,1.61168669112929,3.07408468902824,1.46239799789896,6,1.19581280788177,652,"R_cGcZqyuNa9pLbdT","female","Germany","obligatory school",1,6,703,"R_3EFEwrUIE8Kac63",50,"<1'500€
<3'100CHF",10,11,"okay"
"2960",229409893570768,"R_3EFEwrUIE8Kac63","washing",50,"numeracy low",1,100,127,0.78740157480315,-0.103803720955957,0.78740157480315,0.103803720955957,2.10380372095596,2,6,1.19581280788177,652,"R_cGcZqyuNa9pLbdT","female","Germany","obligatory school",1,6,703,"R_3EFEwrUIE8Kac63",50,"<1'500€
<3'100CHF",10,11,"okay"
"2961",229409893571809,"R_1pY7VZtwZ0xvste","dishwasher",10,"numeracy low",4,200,74,2.7027027027027,0.431798275933005,2.7027027027027,0.431798275933005,1.86923171973098,2.30102999566398,5,0.195812807881773,1323,"R_2SAHXl8MohUbUiF","male","Germany","obligatory school",1,5,1991,"R_1pY7VZtwZ0xvste",50,"<1'500- 2'499€
3'100-4'299CHF",22,33,"okay"
"2962",229409893571809,"R_1pY7VZtwZ0xvste","dryer",10,"numeracy low",4,1500,1088,1.37867647058824,0.13946236369352,1.37867647058824,0.13946236369352,3.03662889536216,3.17609125905568,5,0.195812807881773,1323,"R_2SAHXl8MohUbUiF","male","Germany","obligatory school",1,5,1991,"R_1pY7VZtwZ0xvste",50,"<1'500- 2'499€
3'100-4'299CHF",22,33,"okay"
"2963",229409893571809,"R_1pY7VZtwZ0xvste","fridge",10,"numeracy low",4,200,52,3.84615384615385,0.585026652029182,3.84615384615385,0.585026652029182,1.7160033436348,2.30102999566398,5,0.195812807881773,1323,"R_2SAHXl8MohUbUiF","male","Germany","obligatory school",1,5,1991,"R_1pY7VZtwZ0xvste",50,"<1'500- 2'499€
3'100-4'299CHF",22,33,"okay"
"2964",229409893571809,"R_1pY7VZtwZ0xvste","hairdryer",10,"numeracy low",4,200,128,1.5625,0.193820026016113,1.5625,0.193820026016113,2.10720996964787,2.30102999566398,5,0.195812807881773,1323,"R_2SAHXl8MohUbUiF","male","Germany","obligatory school",1,5,1991,"R_1pY7VZtwZ0xvste",50,"<1'500- 2'499€
3'100-4'299CHF",22,33,"okay"
"2965",229409893571809,"R_1pY7VZtwZ0xvste","heating",10,"numeracy low",4,2000,1141,1.75284837861525,0.243744351245767,1.75284837861525,0.243744351245767,3.05728564441821,3.30102999566398,5,0.195812807881773,1323,"R_2SAHXl8MohUbUiF","male","Germany","obligatory school",1,5,1991,"R_1pY7VZtwZ0xvste",50,"<1'500- 2'499€
3'100-4'299CHF",22,33,"okay"
"2966",229409893571809,"R_1pY7VZtwZ0xvste","light",10,"numeracy low",4,100,358,0.279329608938547,-0.553883026643874,0.279329608938547,0.553883026643874,2.55388302664387,2,5,0.195812807881773,1323,"R_2SAHXl8MohUbUiF","male","Germany","obligatory school",1,5,1991,"R_1pY7VZtwZ0xvste",50,"<1'500- 2'499€
3'100-4'299CHF",22,33,"okay"
"2967",229409893571809,"R_1pY7VZtwZ0xvste","shower",10,"numeracy low",4,1000,1186,0.843170320404722,-0.0740846890282438,0.843170320404722,0.0740846890282438,3.07408468902824,3,5,0.195812807881773,1323,"R_2SAHXl8MohUbUiF","male","Germany","obligatory school",1,5,1991,"R_1pY7VZtwZ0xvste",50,"<1'500- 2'499€
3'100-4'299CHF",22,33,"okay"
"2968",229409893571809,"R_1pY7VZtwZ0xvste","washing",10,"numeracy low",4,300,127,2.36220472440945,0.373317533763706,2.36220472440945,0.373317533763706,2.10380372095596,2.47712125471966,5,0.195812807881773,1323,"R_2SAHXl8MohUbUiF","male","Germany","obligatory school",1,5,1991,"R_1pY7VZtwZ0xvste",50,"<1'500- 2'499€
3'100-4'299CHF",22,33,"okay"
"2969",229409893572842,"R_1j9BySKkUls71SL","dishwasher",33,"numeracy low",3,450,74,6.08108108108108,0.783980794044367,6.08108108108108,0.783980794044367,1.86923171973098,2.65321251377534,6,1.19581280788177,1044,"R_2Pbst8kdZluDtvH","male","Germany","middle school",2,6,6751,"R_1j9BySKkUls71SL",35,"<1'500- 2'499€
3'100-4'299CHF",17,112,"okay"
"2970",229409893572842,"R_1j9BySKkUls71SL","dryer",33,"numeracy low",5,750,1088,0.689338235294118,-0.161567631970461,0.689338235294118,0.161567631970461,3.03662889536216,2.8750612633917,6,1.19581280788177,1044,"R_2Pbst8kdZluDtvH","male","Germany","middle school",2,6,6751,"R_1j9BySKkUls71SL",35,"<1'500- 2'499€
3'100-4'299CHF",17,112,"okay"
"2971",229409893572842,"R_1j9BySKkUls71SL","fridge",33,"numeracy low",4,400,52,7.69230769230769,0.886056647693163,7.69230769230769,0.886056647693163,1.7160033436348,2.60205999132796,6,1.19581280788177,1044,"R_2Pbst8kdZluDtvH","male","Germany","middle school",2,6,6751,"R_1j9BySKkUls71SL",35,"<1'500- 2'499€
3'100-4'299CHF",17,112,"okay"
"2972",229409893572842,"R_1j9BySKkUls71SL","hairdryer",33,"numeracy low",4,150,128,1.171875,0.0688812894078129,1.171875,0.0688812894078129,2.10720996964787,2.17609125905568,6,1.19581280788177,1044,"R_2Pbst8kdZluDtvH","male","Germany","middle school",2,6,6751,"R_1j9BySKkUls71SL",35,"<1'500- 2'499€
3'100-4'299CHF",17,112,"okay"
"2973",229409893572842,"R_1j9BySKkUls71SL","heating",33,"numeracy low",3,750,1141,0.657318141980719,-0.182224381026515,0.657318141980719,0.182224381026515,3.05728564441821,2.8750612633917,6,1.19581280788177,1044,"R_2Pbst8kdZluDtvH","male","Germany","middle school",2,6,6751,"R_1j9BySKkUls71SL",35,"<1'500- 2'499€
3'100-4'299CHF",17,112,"okay"
"2974",229409893572842,"R_1j9BySKkUls71SL","light",33,"numeracy low",3,400,358,1.11731843575419,0.048176964684088,1.11731843575419,0.048176964684088,2.55388302664387,2.60205999132796,6,1.19581280788177,1044,"R_2Pbst8kdZluDtvH","male","Germany","middle school",2,6,6751,"R_1j9BySKkUls71SL",35,"<1'500- 2'499€
3'100-4'299CHF",17,112,"okay"
"2975",229409893572842,"R_1j9BySKkUls71SL","shower",33,"numeracy low",3,600,1186,0.505902192242833,-0.2959334386446,0.505902192242833,0.2959334386446,3.07408468902824,2.77815125038364,6,1.19581280788177,1044,"R_2Pbst8kdZluDtvH","male","Germany","middle school",2,6,6751,"R_1j9BySKkUls71SL",35,"<1'500- 2'499€
3'100-4'299CHF",17,112,"okay"
"2976",229409893572842,"R_1j9BySKkUls71SL","washing",33,"numeracy low",3,1200,127,9.4488188976378,0.975377525091668,9.4488188976378,0.975377525091668,2.10380372095596,3.07918124604762,6,1.19581280788177,1044,"R_2Pbst8kdZluDtvH","male","Germany","middle school",2,6,6751,"R_1j9BySKkUls71SL",35,"<1'500- 2'499€
3'100-4'299CHF",17,112,"okay"
"2977",229409893572855,"R_10ZbpT2snlVjOtf","dishwasher",2.5,"numeracy low",2,50,74,0.675675675675676,-0.170261715394957,0.675675675675676,0.170261715394957,1.86923171973098,1.69897000433602,6,1.19581280788177,2923,"R_2EhtC7RpoGqCbe4","female","Germany","degree",2,6,3083,"R_10ZbpT2snlVjOtf",64,"> 4'000€
>5'900 CHF",48,51,"okay"
"2978",229409893572855,"R_10ZbpT2snlVjOtf","dryer",2.5,"numeracy low",3,1500,1088,1.37867647058824,0.13946236369352,1.37867647058824,0.13946236369352,3.03662889536216,3.17609125905568,6,1.19581280788177,2923,"R_2EhtC7RpoGqCbe4","female","Germany","degree",2,6,3083,"R_10ZbpT2snlVjOtf",64,"> 4'000€
>5'900 CHF",48,51,"okay"
"2979",229409893572855,"R_10ZbpT2snlVjOtf","fridge",2.5,"numeracy low",2,200,52,3.84615384615385,0.585026652029182,3.84615384615385,0.585026652029182,1.7160033436348,2.30102999566398,6,1.19581280788177,2923,"R_2EhtC7RpoGqCbe4","female","Germany","degree",2,6,3083,"R_10ZbpT2snlVjOtf",64,"> 4'000€
>5'900 CHF",48,51,"okay"
"2980",229409893572855,"R_10ZbpT2snlVjOtf","hairdryer",2.5,"numeracy low",2,25,128,0.1953125,-0.709269960975831,0.1953125,0.709269960975831,2.10720996964787,1.39794000867204,6,1.19581280788177,2923,"R_2EhtC7RpoGqCbe4","female","Germany","degree",2,6,3083,"R_10ZbpT2snlVjOtf",64,"> 4'000€
>5'900 CHF",48,51,"okay"
"2981",229409893572855,"R_10ZbpT2snlVjOtf","heating",2.5,"numeracy low",2,200,1141,0.175284837861525,-0.756255648754233,0.175284837861525,0.756255648754233,3.05728564441821,2.30102999566398,6,1.19581280788177,2923,"R_2EhtC7RpoGqCbe4","female","Germany","degree",2,6,3083,"R_10ZbpT2snlVjOtf",64,"> 4'000€
>5'900 CHF",48,51,"okay"
"2982",229409893572855,"R_10ZbpT2snlVjOtf","light",2.5,"numeracy low",2,80,358,0.223463687150838,-0.650793039651931,0.223463687150838,0.650793039651931,2.55388302664387,1.90308998699194,6,1.19581280788177,2923,"R_2EhtC7RpoGqCbe4","female","Germany","degree",2,6,3083,"R_10ZbpT2snlVjOtf",64,"> 4'000€
>5'900 CHF",48,51,"okay"
"2983",229409893572855,"R_10ZbpT2snlVjOtf","shower",2.5,"numeracy low",1,30,1186,0.0252951096121417,-1.59696343430858,0.0252951096121417,1.59696343430858,3.07408468902824,1.47712125471966,6,1.19581280788177,2923,"R_2EhtC7RpoGqCbe4","female","Germany","degree",2,6,3083,"R_10ZbpT2snlVjOtf",64,"> 4'000€
>5'900 CHF",48,51,"okay"
"2984",229409893572855,"R_10ZbpT2snlVjOtf","washing",2.5,"numeracy low",3,100,127,0.78740157480315,-0.103803720955957,0.78740157480315,0.103803720955957,2.10380372095596,2,6,1.19581280788177,2923,"R_2EhtC7RpoGqCbe4","female","Germany","degree",2,6,3083,"R_10ZbpT2snlVjOtf",64,"> 4'000€
>5'900 CHF",48,51,"okay"
"2985",229409893573634,"R_sBWpaqbVldDifhD","dishwasher",15,"numeracy low",3,300,74,4.05405405405405,0.607889534988686,4.05405405405405,0.607889534988686,1.86923171973098,2.47712125471966,6,1.19581280788177,2996,"R_SW8meRihHCg4Ty9","female","Germany","middle school",2,6,1004,"R_sBWpaqbVldDifhD",60,"2'500- 4'000€
<4'300- 5'899CHF",49,16,"okay"
"2986",229409893573634,"R_sBWpaqbVldDifhD","dryer",15,"numeracy low",3,500,1088,0.459558823529412,-0.337658891026142,0.459558823529412,0.337658891026142,3.03662889536216,2.69897000433602,6,1.19581280788177,2996,"R_SW8meRihHCg4Ty9","female","Germany","middle school",2,6,1004,"R_sBWpaqbVldDifhD",60,"2'500- 4'000€
<4'300- 5'899CHF",49,16,"okay"
"2987",229409893573634,"R_sBWpaqbVldDifhD","fridge",15,"numeracy low",3,400,52,7.69230769230769,0.886056647693163,7.69230769230769,0.886056647693163,1.7160033436348,2.60205999132796,6,1.19581280788177,2996,"R_SW8meRihHCg4Ty9","female","Germany","middle school",2,6,1004,"R_sBWpaqbVldDifhD",60,"2'500- 4'000€
<4'300- 5'899CHF",49,16,"okay"
"2988",229409893573634,"R_sBWpaqbVldDifhD","hairdryer",15,"numeracy low",3,100,128,0.78125,-0.107209969647868,0.78125,0.107209969647868,2.10720996964787,2,6,1.19581280788177,2996,"R_SW8meRihHCg4Ty9","female","Germany","middle school",2,6,1004,"R_sBWpaqbVldDifhD",60,"2'500- 4'000€
<4'300- 5'899CHF",49,16,"okay"
"2989",229409893573634,"R_sBWpaqbVldDifhD","heating",15,"numeracy low",3,500,1141,0.438212094653812,-0.358315640082196,0.438212094653812,0.358315640082196,3.05728564441821,2.69897000433602,6,1.19581280788177,2996,"R_SW8meRihHCg4Ty9","female","Germany","middle school",2,6,1004,"R_sBWpaqbVldDifhD",60,"2'500- 4'000€
<4'300- 5'899CHF",49,16,"okay"
"2990",229409893573634,"R_sBWpaqbVldDifhD","light",15,"numeracy low",3,200,358,0.558659217877095,-0.252853030979893,0.558659217877095,0.252853030979893,2.55388302664387,2.30102999566398,6,1.19581280788177,2996,"R_SW8meRihHCg4Ty9","female","Germany","middle school",2,6,1004,"R_sBWpaqbVldDifhD",60,"2'500- 4'000€
<4'300- 5'899CHF",49,16,"okay"
"2991",229409893573634,"R_sBWpaqbVldDifhD","shower",15,"numeracy low",3,300,1186,0.252951096121417,-0.596963434308581,0.252951096121417,0.596963434308581,3.07408468902824,2.47712125471966,6,1.19581280788177,2996,"R_SW8meRihHCg4Ty9","female","Germany","middle school",2,6,1004,"R_sBWpaqbVldDifhD",60,"2'500- 4'000€
<4'300- 5'899CHF",49,16,"okay"
"2992",229409893573634,"R_sBWpaqbVldDifhD","washing",15,"numeracy low",3,500,127,3.93700787401575,0.595166283380062,3.93700787401575,0.595166283380062,2.10380372095596,2.69897000433602,6,1.19581280788177,2996,"R_SW8meRihHCg4Ty9","female","Germany","middle school",2,6,1004,"R_sBWpaqbVldDifhD",60,"2'500- 4'000€
<4'300- 5'899CHF",49,16,"okay"
"2993",229409893573885,"R_1Bw9BeGQL8DHYUF","dishwasher",10,"numeracy low",1,40,74,0.540540540540541,-0.267171728403014,0.540540540540541,0.267171728403014,1.86923171973098,1.60205999132796,1.75,-3.05418719211823,277,"R_25XCGvSK7fFBeWQ","male","Germany","no formal education",4,7,652,"R_1Bw9BeGQL8DHYUF",38,"> 4'000€
>5'900 CHF",4,10,"speeder"
"2994",229409893573885,"R_1Bw9BeGQL8DHYUF","dryer",10,"numeracy low",1,100,1088,0.0919117647058824,-1.03662889536216,0.0919117647058824,1.03662889536216,3.03662889536216,2,1.75,-3.05418719211823,277,"R_25XCGvSK7fFBeWQ","male","Germany","no formal education",4,7,652,"R_1Bw9BeGQL8DHYUF",38,"> 4'000€
>5'900 CHF",4,10,"speeder"
