"","ResponseId.wave1","m","Sum","Duration.wave1","gender","country","income.wave1","education","household_size","politcalorientation","ResponseId","age","Minutes.wave1","Minutes","climate_concern","concern.scaled","percent","type","choice","A","B","priceA","priceB","energyA","energyB","trade.price","trade.energy","price.level","energy.level"
"3511","R_30ppNW7PdSLNL7b",229320605959221,0,398,"male","Germany","<1'500€
<3'100CHF","obligatory school",1,4,"R_1hLLdj97CiJdPA7",28,6,"speeder",3,-1.7625,0,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"3512","R_30ppNW7PdSLNL7b",229320605959221,0,398,"male","Germany","<1'500€
<3'100CHF","obligatory school",1,4,"R_1hLLdj97CiJdPA7",28,6,"speeder",3,-1.7625,0,"exp.int_mid.hig",0,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"3513","R_30ppNW7PdSLNL7b",229320605959221,0,398,"male","Germany","<1'500€
<3'100CHF","obligatory school",1,4,"R_1hLLdj97CiJdPA7",28,6,"speeder",3,-1.7625,0,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"3514","R_30ppNW7PdSLNL7b",229320605959221,0,398,"male","Germany","<1'500€
<3'100CHF","obligatory school",1,4,"R_1hLLdj97CiJdPA7",28,6,"speeder",3,-1.7625,0,"mid.low_che.hig",0,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"3515","R_30qSrHlpc9HwawX",229409893579901,7,1125,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,4,"R_1ieQRxYeTzXFxyz",54,18,"okay",6,1.2375,1,"exp.low_che.int",1,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"3516","R_30qSrHlpc9HwawX",229409893579901,7,1125,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,4,"R_1ieQRxYeTzXFxyz",54,18,"okay",6,1.2375,1,"exp.low_che.hig",1,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"3517","R_30qSrHlpc9HwawX",229409893579901,7,1125,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,4,"R_1ieQRxYeTzXFxyz",54,18,"okay",6,1.2375,1,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"3518","R_30qSrHlpc9HwawX",229409893579901,7,1125,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,4,"R_1ieQRxYeTzXFxyz",54,18,"okay",6,1.2375,1,"exp.int_che.hig",1,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"3519","R_30qSrHlpc9HwawX",229409893579901,7,1125,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,4,"R_1ieQRxYeTzXFxyz",54,18,"okay",6,1.2375,1,"exp.int_mid.hig",1,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"3520","R_30qSrHlpc9HwawX",229409893579901,7,1125,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,4,"R_1ieQRxYeTzXFxyz",54,18,"okay",6,1.2375,1,"mid.low_che.int",1,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"3521","R_30qSrHlpc9HwawX",229409893579901,7,1125,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,4,"R_1ieQRxYeTzXFxyz",54,18,"okay",6,1.2375,1,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"3522","R_31i7s8usroAcZbm",229320605953205,2,884,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,"R_pQ3F8eEC2ZsUSs1",48,14,"okay",3.5,-1.2625,0.285714285714286,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"3523","R_31i7s8usroAcZbm",229320605953205,2,884,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,"R_pQ3F8eEC2ZsUSs1",48,14,"okay",3.5,-1.2625,0.285714285714286,"exp.low_che.hig",0,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"3524","R_31i7s8usroAcZbm",229320605953205,2,884,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,"R_pQ3F8eEC2ZsUSs1",48,14,"okay",3.5,-1.2625,0.285714285714286,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"3525","R_31i7s8usroAcZbm",229320605953205,2,884,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,"R_pQ3F8eEC2ZsUSs1",48,14,"okay",3.5,-1.2625,0.285714285714286,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"3526","R_31i7s8usroAcZbm",229320605953205,2,884,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,"R_pQ3F8eEC2ZsUSs1",48,14,"okay",3.5,-1.2625,0.285714285714286,"exp.int_mid.hig",1,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"3527","R_31i7s8usroAcZbm",229320605953205,2,884,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,"R_pQ3F8eEC2ZsUSs1",48,14,"okay",3.5,-1.2625,0.285714285714286,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"3528","R_31i7s8usroAcZbm",229320605953205,2,884,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,"R_pQ3F8eEC2ZsUSs1",48,14,"okay",3.5,-1.2625,0.285714285714286,"mid.low_che.hig",0,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"3529","R_31i8IQNed13ckEX",229409893601517,7,1195,"female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,"R_2AQl8SZjeBihLpa",49,19,"okay",5,0.2375,1,"exp.low_che.int",1,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"3530","R_31i8IQNed13ckEX",229409893601517,7,1195,"female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,"R_2AQl8SZjeBihLpa",49,19,"okay",5,0.2375,1,"exp.low_che.hig",1,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"3531","R_31i8IQNed13ckEX",229409893601517,7,1195,"female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,"R_2AQl8SZjeBihLpa",49,19,"okay",5,0.2375,1,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"3532","R_31i8IQNed13ckEX",229409893601517,7,1195,"female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,"R_2AQl8SZjeBihLpa",49,19,"okay",5,0.2375,1,"exp.int_che.hig",1,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"3533","R_31i8IQNed13ckEX",229409893601517,7,1195,"female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,"R_2AQl8SZjeBihLpa",49,19,"okay",5,0.2375,1,"exp.int_mid.hig",1,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"3534","R_31i8IQNed13ckEX",229409893601517,7,1195,"female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,"R_2AQl8SZjeBihLpa",49,19,"okay",5,0.2375,1,"mid.low_che.int",1,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"3535","R_31i8IQNed13ckEX",229409893601517,7,1195,"female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,"R_2AQl8SZjeBihLpa",49,19,"okay",5,0.2375,1,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"3536","R_31mf8TPRPJosl9e",229409893567636,3,8746,"male","Germany","> 4'000€
>5'900 CHF","degree",4,5,"R_2ALmgXQW3XoTLsf",73,145,"okay",6,1.2375,0.428571428571429,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"3537","R_31mf8TPRPJosl9e",229409893567636,3,8746,"male","Germany","> 4'000€
>5'900 CHF","degree",4,5,"R_2ALmgXQW3XoTLsf",73,145,"okay",6,1.2375,0.428571428571429,"exp.low_che.hig",0,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"3538","R_31mf8TPRPJosl9e",229409893567636,3,8746,"male","Germany","> 4'000€
>5'900 CHF","degree",4,5,"R_2ALmgXQW3XoTLsf",73,145,"okay",6,1.2375,0.428571428571429,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"3539","R_31mf8TPRPJosl9e",229409893567636,3,8746,"male","Germany","> 4'000€
>5'900 CHF","degree",4,5,"R_2ALmgXQW3XoTLsf",73,145,"okay",6,1.2375,0.428571428571429,"exp.int_che.hig",1,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"3540","R_31mf8TPRPJosl9e",229409893567636,3,8746,"male","Germany","> 4'000€
>5'900 CHF","degree",4,5,"R_2ALmgXQW3XoTLsf",73,145,"okay",6,1.2375,0.428571428571429,"exp.int_mid.hig",0,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"3541","R_31mf8TPRPJosl9e",229409893567636,3,8746,"male","Germany","> 4'000€
>5'900 CHF","degree",4,5,"R_2ALmgXQW3XoTLsf",73,145,"okay",6,1.2375,0.428571428571429,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"3542","R_31mf8TPRPJosl9e",229409893567636,3,8746,"male","Germany","> 4'000€
>5'900 CHF","degree",4,5,"R_2ALmgXQW3XoTLsf",73,145,"okay",6,1.2375,0.428571428571429,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"3543","R_31mjGicLNt7ZzRN",229320606000189,6,951,"male","Germany","<1'500€
<3'100CHF","middle school",1,5,"R_27eCE2XkQwLAAYK",23,15,"okay",6,1.2375,0.857142857142857,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"3544","R_31mjGicLNt7ZzRN",229320606000189,6,951,"male","Germany","<1'500€
<3'100CHF","middle school",1,5,"R_27eCE2XkQwLAAYK",23,15,"okay",6,1.2375,0.857142857142857,"exp.low_che.hig",1,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"3545","R_31mjGicLNt7ZzRN",229320606000189,6,951,"male","Germany","<1'500€
<3'100CHF","middle school",1,5,"R_27eCE2XkQwLAAYK",23,15,"okay",6,1.2375,0.857142857142857,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"3546","R_31mjGicLNt7ZzRN",229320606000189,6,951,"male","Germany","<1'500€
<3'100CHF","middle school",1,5,"R_27eCE2XkQwLAAYK",23,15,"okay",6,1.2375,0.857142857142857,"exp.int_che.hig",1,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"3547","R_31mjGicLNt7ZzRN",229320606000189,6,951,"male","Germany","<1'500€
<3'100CHF","middle school",1,5,"R_27eCE2XkQwLAAYK",23,15,"okay",6,1.2375,0.857142857142857,"exp.int_mid.hig",1,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"3548","R_31mjGicLNt7ZzRN",229320606000189,6,951,"male","Germany","<1'500€
<3'100CHF","middle school",1,5,"R_27eCE2XkQwLAAYK",23,15,"okay",6,1.2375,0.857142857142857,"mid.low_che.int",1,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"3549","R_31mjGicLNt7ZzRN",229320606000189,6,951,"male","Germany","<1'500€
<3'100CHF","middle school",1,5,"R_27eCE2XkQwLAAYK",23,15,"okay",6,1.2375,0.857142857142857,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"3550","R_31pjHuDWXWhorqU",229409893567652,0,760,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,3,"R_3elvnl1QahMydKj",65,12,"okay",5.75,0.9875,0,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"3551","R_31pjHuDWXWhorqU",229409893567652,0,760,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,3,"R_3elvnl1QahMydKj",65,12,"okay",5.75,0.9875,0,"exp.low_che.hig",0,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"3552","R_31pjHuDWXWhorqU",229409893567652,0,760,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,3,"R_3elvnl1QahMydKj",65,12,"okay",5.75,0.9875,0,"exp.low_mid.hig",0,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"3553","R_31pjHuDWXWhorqU",229409893567652,0,760,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,3,"R_3elvnl1QahMydKj",65,12,"okay",5.75,0.9875,0,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"3554","R_31pjHuDWXWhorqU",229409893567652,0,760,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,3,"R_3elvnl1QahMydKj",65,12,"okay",5.75,0.9875,0,"exp.int_mid.hig",0,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"3555","R_31pjHuDWXWhorqU",229409893567652,0,760,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,3,"R_3elvnl1QahMydKj",65,12,"okay",5.75,0.9875,0,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"3556","R_31pjHuDWXWhorqU",229409893567652,0,760,"female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,3,"R_3elvnl1QahMydKj",65,12,"okay",5.75,0.9875,0,"mid.low_che.hig",0,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"3557","R_31tJpXFvkb8QnWS",229677069807795,3,801,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,"R_UMi8rMgfxloSZeV",57,13,"okay",6,1.2375,0.428571428571429,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"3558","R_31tJpXFvkb8QnWS",229677069807795,3,801,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,"R_UMi8rMgfxloSZeV",57,13,"okay",6,1.2375,0.428571428571429,"exp.low_che.hig",1,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"3559","R_31tJpXFvkb8QnWS",229677069807795,3,801,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,"R_UMi8rMgfxloSZeV",57,13,"okay",6,1.2375,0.428571428571429,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"3560","R_31tJpXFvkb8QnWS",229677069807795,3,801,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,"R_UMi8rMgfxloSZeV",57,13,"okay",6,1.2375,0.428571428571429,"exp.int_che.hig",1,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"3561","R_31tJpXFvkb8QnWS",229677069807795,3,801,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,"R_UMi8rMgfxloSZeV",57,13,"okay",6,1.2375,0.428571428571429,"exp.int_mid.hig",0,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"3562","R_31tJpXFvkb8QnWS",229677069807795,3,801,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,"R_UMi8rMgfxloSZeV",57,13,"okay",6,1.2375,0.428571428571429,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"3563","R_31tJpXFvkb8QnWS",229677069807795,3,801,"female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,"R_UMi8rMgfxloSZeV",57,13,"okay",6,1.2375,0.428571428571429,"mid.low_che.hig",0,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"3564","R_325AB8k9M8UQxlw",229678093170793,4,1040,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,5,"R_27dSC2bMDR9Y5Nq",66,17,"okay",6,1.2375,0.571428571428571,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"3565","R_325AB8k9M8UQxlw",229678093170793,4,1040,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,5,"R_27dSC2bMDR9Y5Nq",66,17,"okay",6,1.2375,0.571428571428571,"exp.low_che.hig",1,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"3566","R_325AB8k9M8UQxlw",229678093170793,4,1040,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,5,"R_27dSC2bMDR9Y5Nq",66,17,"okay",6,1.2375,0.571428571428571,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"3567","R_325AB8k9M8UQxlw",229678093170793,4,1040,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,5,"R_27dSC2bMDR9Y5Nq",66,17,"okay",6,1.2375,0.571428571428571,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"3568","R_325AB8k9M8UQxlw",229678093170793,4,1040,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,5,"R_27dSC2bMDR9Y5Nq",66,17,"okay",6,1.2375,0.571428571428571,"exp.int_mid.hig",0,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"3569","R_325AB8k9M8UQxlw",229678093170793,4,1040,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,5,"R_27dSC2bMDR9Y5Nq",66,17,"okay",6,1.2375,0.571428571428571,"mid.low_che.int",1,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"3570","R_325AB8k9M8UQxlw",229678093170793,4,1040,"female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,5,"R_27dSC2bMDR9Y5Nq",66,17,"okay",6,1.2375,0.571428571428571,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"3571","R_332rHLTBzW4o52Y",229166416658456,3,5555,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,5,"R_Z9rUDwY108FGHgR",54,92,"okay",6,1.2375,0.428571428571429,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"3572","R_332rHLTBzW4o52Y",229166416658456,3,5555,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,5,"R_Z9rUDwY108FGHgR",54,92,"okay",6,1.2375,0.428571428571429,"exp.low_che.hig",1,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"3573","R_332rHLTBzW4o52Y",229166416658456,3,5555,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,5,"R_Z9rUDwY108FGHgR",54,92,"okay",6,1.2375,0.428571428571429,"exp.low_mid.hig",0,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"3574","R_332rHLTBzW4o52Y",229166416658456,3,5555,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,5,"R_Z9rUDwY108FGHgR",54,92,"okay",6,1.2375,0.428571428571429,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"3575","R_332rHLTBzW4o52Y",229166416658456,3,5555,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,5,"R_Z9rUDwY108FGHgR",54,92,"okay",6,1.2375,0.428571428571429,"exp.int_mid.hig",0,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"3576","R_332rHLTBzW4o52Y",229166416658456,3,5555,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,5,"R_Z9rUDwY108FGHgR",54,92,"okay",6,1.2375,0.428571428571429,"mid.low_che.int",1,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"3577","R_332rHLTBzW4o52Y",229166416658456,3,5555,"male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,5,"R_Z9rUDwY108FGHgR",54,92,"okay",6,1.2375,0.428571428571429,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"3578","R_338DXYGYMn3iys2",229255657932824,7,571,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,"R_3kMmLUhdgxfo5E4",52,9,"okay",5,0.2375,1,"exp.low_che.int",1,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"3579","R_338DXYGYMn3iys2",229255657932824,7,571,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,"R_3kMmLUhdgxfo5E4",52,9,"okay",5,0.2375,1,"exp.low_che.hig",1,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"3580","R_338DXYGYMn3iys2",229255657932824,7,571,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,"R_3kMmLUhdgxfo5E4",52,9,"okay",5,0.2375,1,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"3581","R_338DXYGYMn3iys2",229255657932824,7,571,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,"R_3kMmLUhdgxfo5E4",52,9,"okay",5,0.2375,1,"exp.int_che.hig",1,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"3582","R_338DXYGYMn3iys2",229255657932824,7,571,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,"R_3kMmLUhdgxfo5E4",52,9,"okay",5,0.2375,1,"exp.int_mid.hig",1,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"3583","R_338DXYGYMn3iys2",229255657932824,7,571,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,"R_3kMmLUhdgxfo5E4",52,9,"okay",5,0.2375,1,"mid.low_che.int",1,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"3584","R_338DXYGYMn3iys2",229255657932824,7,571,"male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,"R_3kMmLUhdgxfo5E4",52,9,"okay",5,0.2375,1,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"3585","R_33kIUzAwPAa1yng",229678093105251,7,1025,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,"R_1mmFq3cx5odSSLt",61,17,"okay",5.75,0.9875,1,"exp.low_che.int",1,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"3586","R_33kIUzAwPAa1yng",229678093105251,7,1025,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,"R_1mmFq3cx5odSSLt",61,17,"okay",5.75,0.9875,1,"exp.low_che.hig",1,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"3587","R_33kIUzAwPAa1yng",229678093105251,7,1025,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,"R_1mmFq3cx5odSSLt",61,17,"okay",5.75,0.9875,1,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"3588","R_33kIUzAwPAa1yng",229678093105251,7,1025,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,"R_1mmFq3cx5odSSLt",61,17,"okay",5.75,0.9875,1,"exp.int_che.hig",1,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"3589","R_33kIUzAwPAa1yng",229678093105251,7,1025,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,"R_1mmFq3cx5odSSLt",61,17,"okay",5.75,0.9875,1,"exp.int_mid.hig",1,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"3590","R_33kIUzAwPAa1yng",229678093105251,7,1025,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,"R_1mmFq3cx5odSSLt",61,17,"okay",5.75,0.9875,1,"mid.low_che.int",1,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"3591","R_33kIUzAwPAa1yng",229678093105251,7,1025,"female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,"R_1mmFq3cx5odSSLt",61,17,"okay",5.75,0.9875,1,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
"3592","R_33lJSHl58cOMGeI",229255657940124,2,1093,"female","Germany","<1'500€
<3'100CHF","obligatory school",1,6,"R_6x2dzcsjIH9Sqxr",60,18,"okay",3.5,-1.2625,0.285714285714286,"exp.low_che.int",0,"exp.low","che.int","exp","che","low","int","expensive-cheap","low-medium","2","1"
"3593","R_33lJSHl58cOMGeI",229255657940124,2,1093,"female","Germany","<1'500€
<3'100CHF","obligatory school",1,6,"R_6x2dzcsjIH9Sqxr",60,18,"okay",3.5,-1.2625,0.285714285714286,"exp.low_che.hig",0,"exp.low","che.hig","exp","che","low","hig","expensive-cheap","low-high","2","2"
"3594","R_33lJSHl58cOMGeI",229255657940124,2,1093,"female","Germany","<1'500€
<3'100CHF","obligatory school",1,6,"R_6x2dzcsjIH9Sqxr",60,18,"okay",3.5,-1.2625,0.285714285714286,"exp.low_mid.hig",1,"exp.low","mid.hig","exp","mid","low","hig","expensive-mid","low-high","1","2"
"3595","R_33lJSHl58cOMGeI",229255657940124,2,1093,"female","Germany","<1'500€
<3'100CHF","obligatory school",1,6,"R_6x2dzcsjIH9Sqxr",60,18,"okay",3.5,-1.2625,0.285714285714286,"exp.int_che.hig",0,"exp.int","che.hig","exp","che","int","hig","expensive-cheap","medium-high","2","1"
"3596","R_33lJSHl58cOMGeI",229255657940124,2,1093,"female","Germany","<1'500€
<3'100CHF","obligatory school",1,6,"R_6x2dzcsjIH9Sqxr",60,18,"okay",3.5,-1.2625,0.285714285714286,"exp.int_mid.hig",0,"exp.int","mid.hig","exp","mid","int","hig","expensive-mid","medium-high","1","1"
"3597","R_33lJSHl58cOMGeI",229255657940124,2,1093,"female","Germany","<1'500€
<3'100CHF","obligatory school",1,6,"R_6x2dzcsjIH9Sqxr",60,18,"okay",3.5,-1.2625,0.285714285714286,"mid.low_che.int",0,"mid.low","che.int","mid","che","low","int","mid-cheap","low-medium","1","1"
"3598","R_33lJSHl58cOMGeI",229255657940124,2,1093,"female","Germany","<1'500€
<3'100CHF","obligatory school",1,6,"R_6x2dzcsjIH9Sqxr",60,18,"okay",3.5,-1.2625,0.285714285714286,"mid.low_che.hig",1,"mid.low","che.hig","mid","che","low","hig","mid-cheap","low-high","1","2"
