"","m","wave","country","gender","age","income.wave1","income.wave2","education","numeracy.f","error.diff.f","mean.abs.error","mean.est.bias"
"987",229321437541463,"wave1","Switzerland","male",36,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.479,0.395
"988",229321437541463,"wave2","Switzerland","male",36,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.549,0.392
"989",229321437542488,"wave1","Switzerland","female",68,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","increased error",0.643,-0.0276
"990",229321437542488,"wave2","Switzerland","female",68,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","increased error",0.882,-0.681
"991",229321437546594,"wave1","Switzerland","male",66,"<1'500- 2'499€
3'100-4'299CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","increased error",0.735,0.677
"992",229321437546594,"wave2","Switzerland","male",66,"<1'500- 2'499€
3'100-4'299CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","increased error",0.833,-0.833
"993",229321437547620,"wave1","Switzerland","male",53,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.811,0.717
"994",229321437547620,"wave2","Switzerland","male",53,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","decreased error",0.616,0.598
"995",229321437554799,"wave1","Switzerland","female",46,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","decreased error",0.869,0.761
"996",229321437554799,"wave2","Switzerland","female",46,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","decreased error",0.542,0.424
"997",229321437563003,"wave1","Switzerland","male",43,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","decreased error",0.977,-0.93
"998",229321437563003,"wave2","Switzerland","male",43,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","decreased error",0.827,-0.827
"999",229321437575305,"wave1","Switzerland","male",73,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","degree","numeracy high","decreased error",0.62,-0.39
"1000",229321437575305,"wave2","Switzerland","male",73,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","degree","numeracy high","decreased error",0.366,-0.0705
"1001",229321437583507,"wave1","Switzerland","female",54,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","no change",0.432,0.417
"1002",229321437583507,"wave2","Switzerland","female",54,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","no change",0.422,-0.342
"1003",229321437584534,"wave1","Switzerland","male",30,"> 4'000€
>5'900 CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy high","decreased error",0.724,-0.144
"1004",229321437584534,"wave2","Switzerland","male",30,"> 4'000€
>5'900 CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy high","decreased error",0.633,0.427
"1005",229321437593760,"wave1","Switzerland","female",60,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","decreased error",0.867,0.671
"1006",229321437593760,"wave2","Switzerland","female",60,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","decreased error",0.733,0.578
"1007",229321437639901,"wave1","Switzerland","female",72,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","degree","numeracy low","increased error",0.555,-0.208
"1008",229321437639901,"wave2","Switzerland","female",72,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","degree","numeracy low","increased error",0.674,-0.513
"1009",229321437668352,"wave1","Switzerland","male",43,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","increased error",0.852,-0.804
"1010",229321437668352,"wave2","Switzerland","male",43,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","increased error",1.05,0.207
"1011",229321437670402,"wave1","Switzerland","male",46,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.68,0.0948
"1012",229321437670402,"wave2","Switzerland","male",46,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","decreased error",0.548,0.336
"1013",229321437677579,"wave1","Switzerland","male",36,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.569,-0.315
"1014",229321437677579,"wave2","Switzerland","male",36,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",1.74,-1.74
"1015",229321437681681,"wave1","Switzerland","male",23,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","decreased error",0.726,-0.455
"1016",229321437681681,"wave2","Switzerland","male",23,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","decreased error",0.586,-0.0366
"1017",229321437693984,"wave1","Switzerland","female",70,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","increased error",0.368,-0.0549
"1018",229321437693984,"wave2","Switzerland","female",70,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","increased error",0.542,0.0268
"1019",229321437701161,"wave1","Switzerland","female",43,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","decreased error",1.35,-1.35
"1020",229321437701161,"wave2","Switzerland","female",43,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","decreased error",1.29,-1.29
"1021",229321437702186,"wave1","Switzerland","female",76,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","increased error",0.495,0.317
"1022",229321437702186,"wave2","Switzerland","female",76,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","increased error",0.553,0.327
"1023",229321437719617,"wave1","Switzerland","female",41,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.712,0.68
"1024",229321437719617,"wave2","Switzerland","female",41,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.814,0.507
"1025",229321437737054,"wave1","Switzerland","female",23,"<1'500- 2'499€
3'100-4'299CHF","<1'500€
<3'100CHF","degree","numeracy high","no change",0.503,0.285
"1026",229321437737054,"wave2","Switzerland","female",23,"<1'500- 2'499€
3'100-4'299CHF","<1'500€
<3'100CHF","degree","numeracy high","no change",0.477,-0.149
"1027",229321437739104,"wave1","Switzerland","female",58,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.886,0.886
"1028",229321437739104,"wave2","Switzerland","female",58,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",1.47,-1.47
"1029",229321437752435,"wave1","Switzerland","female",41,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","decreased error",0.932,-0.932
"1030",229321437752435,"wave2","Switzerland","female",41,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","decreased error",0.551,-0.247
"1031",229321437758588,"wave1","Switzerland","male",34,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","no formal education","numeracy low","decreased error",1.38,-1.38
"1032",229321437758588,"wave2","Switzerland","male",34,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","no formal education","numeracy low","decreased error",0.49,-0.218
"1033",229321437762688,"wave1","Switzerland","female",42,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.909,-0.909
"1034",229321437762688,"wave2","Switzerland","female",42,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.964,-0.493
"1035",229321437763714,"wave1","Switzerland","female",31,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.543,-0.44
"1036",229321437763714,"wave2","Switzerland","female",31,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",1.35,-0.803
"1037",229321437768842,"wave1","Switzerland","male",76,"<1'500- 2'499€
3'100-4'299CHF","<1'500€
<3'100CHF","middle school","numeracy high","no change",0.58,0.453
"1038",229321437768842,"wave2","Switzerland","male",76,"<1'500- 2'499€
3'100-4'299CHF","<1'500€
<3'100CHF","middle school","numeracy high","no change",0.549,-0.33
"1039",229321437798583,"wave1","Switzerland","female",55,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","decreased error",0.605,0.457
"1040",229321437798583,"wave2","Switzerland","female",55,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","decreased error",0.472,0.123
"1041",229321437839597,"wave1","Switzerland","female",28,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","decreased error",0.633,0.426
"1042",229321437839597,"wave2","Switzerland","female",28,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","decreased error",0.53,0.511
"1043",229321437858830,"wave1","Switzerland","female",19,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy high","increased error",0.852,0.852
"1044",229321437858830,"wave2","Switzerland","female",19,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy high","increased error",0.915,0.527
"1045",229321437877282,"wave1","Switzerland","female",50,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","no formal education","numeracy low","increased error",0.677,0.155
"1046",229321437877282,"wave2","Switzerland","female",50,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","no formal education","numeracy low","increased error",1.28,-1.28
"1047",229321437898807,"wave1","Switzerland","male",33,"<1'500- 2'499€
3'100-4'299CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","decreased error",1.2,-0.869
"1048",229321437898807,"wave2","Switzerland","male",33,"<1'500- 2'499€
3'100-4'299CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","decreased error",0.731,0.495
"1049",229321437909061,"wave1","Switzerland","male",23,"<1'500- 2'499€
3'100-4'299CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","increased error",1.53,-1.53
"1050",229321437909061,"wave2","Switzerland","male",23,"<1'500- 2'499€
3'100-4'299CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","increased error",1.74,-1.74
"1051",229321437918290,"wave1","Switzerland","male",45,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",1.09,-1.09
"1052",229321437918290,"wave2","Switzerland","male",45,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.843,-0.786
"1053",229321437921368,"wave1","Switzerland","male",26,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","decreased error",0.798,-0.247
"1054",229321437921368,"wave2","Switzerland","male",26,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","decreased error",0.577,0.105
"1055",229321437924445,"wave1","Switzerland","male",27,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","decreased error",1.08,-0.928
"1056",229321437924445,"wave2","Switzerland","male",27,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","decreased error",0.842,-0.842
"1057",229321437924448,"wave1","Switzerland","male",37,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.759,0.759
"1058",229321437924448,"wave2","Switzerland","male",37,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.565,0.292
"1059",229321437941882,"wave1","Switzerland","male",41,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.961,-0.856
"1060",229321437941882,"wave2","Switzerland","male",41,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","decreased error",0.82,0.801
"1061",229321437993153,"wave1","Switzerland","female",40,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",1.74,-1.74
"1062",229321437993153,"wave2","Switzerland","female",40,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",0.564,0.126
"1063",229321437994179,"wave1","Switzerland","male",25,"<1'500€
<3'100CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","no change",0.583,-0.105
"1064",229321437994179,"wave2","Switzerland","male",25,"<1'500€
<3'100CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","no change",0.596,0.596
"1065",229321438035199,"wave1","Switzerland","female",43,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","increased error",0.454,0.135
"1066",229321438035199,"wave2","Switzerland","female",43,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","degree","numeracy low","increased error",1.15,-1.04
"1067",229321438062642,"wave1","Switzerland","male",21,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","no formal education","numeracy low","increased error",0.496,0.312
"1068",229321438062642,"wave2","Switzerland","male",21,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","no formal education","numeracy low","increased error",0.851,0.311
"1069",229321438072898,"wave1","Switzerland","female",25,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.643,0.62
"1070",229321438072898,"wave2","Switzerland","female",25,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.743,-0.743
"1071",229321438075977,"wave1","Switzerland","female",19,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","increased error",0.697,0.315
"1072",229321438075977,"wave2","Switzerland","female",19,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","increased error",0.808,-0.0784
"1073",229321438092389,"wave1","Switzerland","female",45,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","no formal education","numeracy low","increased error",1.14,-1.14
"1074",229321438092389,"wave2","Switzerland","female",45,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","no formal education","numeracy low","increased error",1.67,-1.67
"1075",229321438098546,"wave1","Switzerland","female",26,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy high","decreased error",0.85,0.85
"1076",229321438098546,"wave2","Switzerland","female",26,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy high","decreased error",0.466,0.283
"1077",229321438104706,"wave1","Switzerland","female",24,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","no change",0.864,0.864
"1078",229321438104706,"wave2","Switzerland","female",24,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","no change",0.815,0.773
"1079",229321438117027,"wave1","Switzerland","male",48,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.527,0.0849
"1080",229321438117027,"wave2","Switzerland","male",48,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",1.02,-0.823
"1081",229321438125234,"wave1","Switzerland","female",30,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",0.605,-0.217
"1082",229321438125234,"wave2","Switzerland","female",30,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","decreased error",0.54,0.305
"1083",229321438136512,"wave1","Switzerland","female",59,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","increased error",0.335,0.0182
"1084",229321438136512,"wave2","Switzerland","female",59,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy low","increased error",0.829,-0.363
"1085",229321438155991,"wave1","Switzerland","female",25,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","decreased error",1.74,-1.74
"1086",229321438155991,"wave2","Switzerland","female",25,"2'500- 4'000€
<4'300- 5'899CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","decreased error",0.561,-0.0214
"1087",229321438159066,"wave1","Switzerland","female",20,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","no change",0.791,-0.731
"1088",229321438159066,"wave2","Switzerland","female",20,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy low","no change",0.762,0.435
"1089",229321438161117,"wave1","Switzerland","male",26,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.436,-0.245
"1090",229321438161117,"wave2","Switzerland","male",26,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.725,-0.485
"1091",229321438164192,"wave1","Switzerland","female",32,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.602,-0.14
"1092",229321438164192,"wave2","Switzerland","female",32,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","increased error",0.865,0.716
"1093",229321438195740,"wave1","Switzerland","female",25,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","increased error",0.714,-0.318
"1094",229321438195740,"wave2","Switzerland","female",25,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","increased error",0.88,-0.749
"1095",229321438210114,"wave1","Switzerland","female",27,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","decreased error",0.762,0.455
"1096",229321438210114,"wave2","Switzerland","female",27,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","decreased error",0.522,0.414
"1097",229321438222424,"wave1","Switzerland","male",30,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","increased error",0.589,0.351
"1098",229321438222424,"wave2","Switzerland","male",30,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","increased error",0.718,0.691
"1099",229321438238833,"wave1","Switzerland","female",51,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","no formal education","numeracy low","decreased error",0.841,0.841
"1100",229321438238833,"wave2","Switzerland","female",51,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","no formal education","numeracy low","decreased error",0.497,0.118
"1101",229321438243967,"wave1","Switzerland","female",22,"<1'500- 2'499€
3'100-4'299CHF","<1'500€
<3'100CHF","middle school","numeracy low","increased error",0.541,0.123
"1102",229321438243967,"wave2","Switzerland","female",22,"<1'500- 2'499€
3'100-4'299CHF","<1'500€
<3'100CHF","middle school","numeracy low","increased error",0.644,0.618
"1103",229321438246018,"wave1","Switzerland","male",26,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","decreased error",0.875,-0.875
"1104",229321438246018,"wave2","Switzerland","male",26,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","no formal education","numeracy low","decreased error",0.766,0.198
"1105",229321438287057,"wave1","Switzerland","male",25,"<1'500- 2'499€
3'100-4'299CHF","<1'500€
<3'100CHF","degree","numeracy high","decreased error",1.11,-0.706
"1106",229321438287057,"wave2","Switzerland","male",25,"<1'500- 2'499€
3'100-4'299CHF","<1'500€
<3'100CHF","degree","numeracy high","decreased error",0.823,0.559
"1107",229321438289110,"wave1","Switzerland","female",60,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.716,0.511
"1108",229321438289110,"wave2","Switzerland","female",60,"<1'500€
<3'100CHF","<1'500- 2'499€
3'100-4'299CHF","obligatory school","numeracy low","increased error",0.823,0.674
"1109",229321438291162,"wave1","Switzerland","female",26,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","decreased error",0.712,-0.414
"1110",229321438291162,"wave2","Switzerland","female",26,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy low","decreased error",0.571,0.0415
"1111",229321438291163,"wave1","Switzerland","female",21,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","increased error",0.643,-0.551
"1112",229321438291163,"wave2","Switzerland","female",21,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","increased error",0.746,0.638
"1113",229321438308354,"wave1","Switzerland","female",18,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.846,-0.628
"1114",229321438308354,"wave2","Switzerland","female",18,"2'500- 4'000€
<4'300- 5'899CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",1.01,-0.102
"1115",229321438308355,"wave1","Switzerland","female",19,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","increased error",0.491,0.167
"1116",229321438308355,"wave2","Switzerland","female",19,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","increased error",1.36,-1.36
"1117",229321438312457,"wave1","Switzerland","female",23,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","decreased error",0.668,0.611
"1118",229321438312457,"wave2","Switzerland","female",23,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","middle school","numeracy low","decreased error",0.559,-0.278
"1119",229321438315541,"wave1","Switzerland","male",35,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy high","no change",0.675,-0.307
"1120",229321438315541,"wave2","Switzerland","male",35,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","obligatory school","numeracy high","no change",0.631,0.373
"1121",229321438330936,"wave1","Switzerland","female",25,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy high","decreased error",0.464,-0.223
"1122",229321438330936,"wave2","Switzerland","female",25,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy high","decreased error",0.4,0.148
"1123",229321438343251,"wave1","Switzerland","female",29,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy high","decreased error",0.714,-0.213
"1124",229321438343251,"wave2","Switzerland","female",29,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy high","decreased error",0.368,-0.00162
"1125",229321438357604,"wave1","Switzerland","male",27,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.605,-0.335
"1126",229321438357604,"wave2","Switzerland","male",27,"2'500- 4'000€
<4'300- 5'899CHF","> 4'000€
>5'900 CHF","degree","numeracy low","increased error",0.879,0.376
"1127",229321438363760,"wave1","Switzerland","female",27,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","no change",0.565,0.457
"1128",229321438363760,"wave2","Switzerland","female",27,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","obligatory school","numeracy low","no change",0.585,0.542
"1129",229321438376071,"wave1","Switzerland","female",27,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy high","decreased error",0.773,0.758
"1130",229321438376071,"wave2","Switzerland","female",27,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","degree","numeracy high","decreased error",0.67,0.158
"1131",229321438387356,"wave1","Switzerland","female",29,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","decreased error",0.623,-0.195
"1132",229321438387356,"wave2","Switzerland","female",29,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","decreased error",0.506,-0.071
"1133",229321438399669,"wave1","Switzerland","male",22,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",0.505,0.175
"1134",229321438399669,"wave2","Switzerland","male",22,"<1'500- 2'499€
3'100-4'299CHF","2'500- 4'000€
<4'300- 5'899CHF","middle school","numeracy low","increased error",1.03,-0.673
"1135",229321438413008,"wave1","Switzerland","male",30,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","increased error",0.528,-0.176
"1136",229321438413008,"wave2","Switzerland","male",30,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","increased error",0.921,-0.77
"1137",229409893551190,"wave1","Germany","female",54,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","no change",0.499,0.15
"1138",229409893551190,"wave2","Germany","female",54,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","middle school","numeracy low","no change",0.468,0.0105
"1139",229409893551191,"wave1","Germany","female",62,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","decreased error",0.619,-0.00999
"1140",229409893551191,"wave2","Germany","female",62,"<1'500€
<3'100CHF","<1'500€
<3'100CHF","obligatory school","numeracy low","decreased error",0.471,-0.283
"1141",229409893551197,"wave1","Germany","female",60,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",0.858,0.42
"1142",229409893551197,"wave2","Germany","female",60,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","decreased error",0.746,0.689
"1143",229409893551200,"wave1","Germany","female",47,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy high","decreased error",0.795,0.326
"1144",229409893551200,"wave2","Germany","female",47,"<1'500- 2'499€
3'100-4'299CHF","<1'500- 2'499€
3'100-4'299CHF","middle school","numeracy high","decreased error",0.5,0.183
"1145",229409893551202,"wave1","Germany","male",41,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.326,-0.156
"1146",229409893551202,"wave2","Germany","male",41,"> 4'000€
>5'900 CHF","> 4'000€
>5'900 CHF","degree","numeracy high","increased error",0.386,-0.315
