"","wave","m","type","energy.level","price.level","age","gender","education","income.wave1","country","politcalorientation","Sum.policy.wave1","mean.abs.error.wave1","Sum.product","climate_concern.wave1","income.wave2","mean.abs.error.wave2","Sum.policy.wave2","Sum.product.wave2","climate_concern.wave2","choice","concern.scaled","mean.error_scaled","income"
"7305","wave2",229166066768913,"exp.low_che.int","1","2",52,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,6,0.628,1,5,"2'500- 4'000€
<4'300- 5'899CHF",0.589,8,4,5.5,0,0.859855769230769,-0.393551616288927,"2'500- 4'000€
<4'300- 5'899CHF"
"7306","wave2",229166066768913,"exp.low_mid.hig","2","1",52,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,6,0.628,1,5,"2'500- 4'000€
<4'300- 5'899CHF",0.589,8,4,5.5,1,0.859855769230769,-0.393551616288927,"2'500- 4'000€
<4'300- 5'899CHF"
"7307","wave2",229166066768913,"mid.low_che.hig","2","1",52,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,6,0.628,1,5,"2'500- 4'000€
<4'300- 5'899CHF",0.589,8,4,5.5,1,0.859855769230769,-0.393551616288927,"2'500- 4'000€
<4'300- 5'899CHF"
"7308","wave2",229166066768913,"mid.low_che.int","1","1",52,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,6,0.628,1,5,"2'500- 4'000€
<4'300- 5'899CHF",0.589,8,4,5.5,1,0.859855769230769,-0.393551616288927,"2'500- 4'000€
<4'300- 5'899CHF"
"7309","wave2",229166066768915,"exp.int_che.hig","1","2",35,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,8,0.569,1,4.75,"<1'500- 2'499€
3'100-4'299CHF",0.569,7,4,4.75,0,0.109855769230769,-0.464205737661263,"<1'500- 2'499€
3'100-4'299CHF"
"7310","wave2",229166066768915,"exp.int_mid.hig","1","1",35,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,8,0.569,1,4.75,"<1'500- 2'499€
3'100-4'299CHF",0.569,7,4,4.75,1,0.109855769230769,-0.464205737661263,"<1'500- 2'499€
3'100-4'299CHF"
"7311","wave2",229166066768915,"exp.low_che.hig","2","2",35,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,8,0.569,1,4.75,"<1'500- 2'499€
3'100-4'299CHF",0.569,7,4,4.75,0,0.109855769230769,-0.464205737661263,"<1'500- 2'499€
3'100-4'299CHF"
"7312","wave2",229166066768915,"exp.low_che.int","1","2",35,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,8,0.569,1,4.75,"<1'500- 2'499€
3'100-4'299CHF",0.569,7,4,4.75,0,0.109855769230769,-0.464205737661263,"<1'500- 2'499€
3'100-4'299CHF"
"7313","wave2",229166066768915,"exp.low_mid.hig","2","1",35,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,8,0.569,1,4.75,"<1'500- 2'499€
3'100-4'299CHF",0.569,7,4,4.75,1,0.109855769230769,-0.464205737661263,"<1'500- 2'499€
3'100-4'299CHF"
"7314","wave2",229166066768915,"mid.low_che.hig","2","1",35,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,8,0.569,1,4.75,"<1'500- 2'499€
3'100-4'299CHF",0.569,7,4,4.75,1,0.109855769230769,-0.464205737661263,"<1'500- 2'499€
3'100-4'299CHF"
"7315","wave2",229166066768915,"mid.low_che.int","1","1",35,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",7,8,0.569,1,4.75,"<1'500- 2'499€
3'100-4'299CHF",0.569,7,4,4.75,1,0.109855769230769,-0.464205737661263,"<1'500- 2'499€
3'100-4'299CHF"
"7316","wave2",229166066769952,"exp.int_che.hig","1","2",35,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,16,0.799,7,4,"<1'500- 2'499€
3'100-4'299CHF",0.545,5,6,2.75,1,-1.89014423076923,-0.548990683308067,"<1'500- 2'499€
3'100-4'299CHF"
"7317","wave2",229166066769952,"exp.int_mid.hig","1","1",35,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,16,0.799,7,4,"<1'500- 2'499€
3'100-4'299CHF",0.545,5,6,2.75,1,-1.89014423076923,-0.548990683308067,"<1'500- 2'499€
3'100-4'299CHF"
"7318","wave2",229166066769952,"exp.low_che.hig","2","2",35,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,16,0.799,7,4,"<1'500- 2'499€
3'100-4'299CHF",0.545,5,6,2.75,1,-1.89014423076923,-0.548990683308067,"<1'500- 2'499€
3'100-4'299CHF"
"7319","wave2",229166066769952,"exp.low_che.int","1","2",35,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,16,0.799,7,4,"<1'500- 2'499€
3'100-4'299CHF",0.545,5,6,2.75,0,-1.89014423076923,-0.548990683308067,"<1'500- 2'499€
3'100-4'299CHF"
"7320","wave2",229166066769952,"exp.low_mid.hig","2","1",35,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,16,0.799,7,4,"<1'500- 2'499€
3'100-4'299CHF",0.545,5,6,2.75,1,-1.89014423076923,-0.548990683308067,"<1'500- 2'499€
3'100-4'299CHF"
"7321","wave2",229166066769952,"mid.low_che.hig","2","1",35,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,16,0.799,7,4,"<1'500- 2'499€
3'100-4'299CHF",0.545,5,6,2.75,1,-1.89014423076923,-0.548990683308067,"<1'500- 2'499€
3'100-4'299CHF"
"7322","wave2",229166066769952,"mid.low_che.int","1","1",35,"male","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,16,0.799,7,4,"<1'500- 2'499€
3'100-4'299CHF",0.545,5,6,2.75,1,-1.89014423076923,-0.548990683308067,"<1'500- 2'499€
3'100-4'299CHF"
"7323","wave2",229166066770991,"exp.int_che.hig","1","2",69,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,0,0.939,3,5,"<1'500- 2'499€
3'100-4'299CHF",1.3,4,5,4,1,-0.640144230769231,2.11820239849764,"<1'500- 2'499€
3'100-4'299CHF"
"7324","wave2",229166066770991,"exp.int_mid.hig","1","1",69,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,0,0.939,3,5,"<1'500- 2'499€
3'100-4'299CHF",1.3,4,5,4,1,-0.640144230769231,2.11820239849764,"<1'500- 2'499€
3'100-4'299CHF"
"7325","wave2",229166066770991,"exp.low_che.hig","2","2",69,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,0,0.939,3,5,"<1'500- 2'499€
3'100-4'299CHF",1.3,4,5,4,0,-0.640144230769231,2.11820239849764,"<1'500- 2'499€
3'100-4'299CHF"
"7326","wave2",229166066770991,"exp.low_che.int","1","2",69,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,0,0.939,3,5,"<1'500- 2'499€
3'100-4'299CHF",1.3,4,5,4,1,-0.640144230769231,2.11820239849764,"<1'500- 2'499€
3'100-4'299CHF"
"7327","wave2",229166066770991,"exp.low_mid.hig","2","1",69,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,0,0.939,3,5,"<1'500- 2'499€
3'100-4'299CHF",1.3,4,5,4,1,-0.640144230769231,2.11820239849764,"<1'500- 2'499€
3'100-4'299CHF"
"7328","wave2",229166066770991,"mid.low_che.hig","2","1",69,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,0,0.939,3,5,"<1'500- 2'499€
3'100-4'299CHF",1.3,4,5,4,1,-0.640144230769231,2.11820239849764,"<1'500- 2'499€
3'100-4'299CHF"
"7329","wave2",229166066770991,"mid.low_che.int","1","1",69,"male","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",5,0,0.939,3,5,"<1'500- 2'499€
3'100-4'299CHF",1.3,4,5,4,0,-0.640144230769231,2.11820239849764,"<1'500- 2'499€
3'100-4'299CHF"
"7330","wave2",229166066770993,"exp.int_che.hig","1","2",58,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,7,0.394,7,5.25,"2'500- 4'000€
<4'300- 5'899CHF",0.397,5,5,5.5,0,0.859855769230769,-1.07183118146336,"2'500- 4'000€
<4'300- 5'899CHF"
"7331","wave2",229166066770993,"exp.int_mid.hig","1","1",58,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,7,0.394,7,5.25,"2'500- 4'000€
<4'300- 5'899CHF",0.397,5,5,5.5,1,0.859855769230769,-1.07183118146336,"2'500- 4'000€
<4'300- 5'899CHF"
"7332","wave2",229166066770993,"exp.low_che.hig","2","2",58,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,7,0.394,7,5.25,"2'500- 4'000€
<4'300- 5'899CHF",0.397,5,5,5.5,1,0.859855769230769,-1.07183118146336,"2'500- 4'000€
<4'300- 5'899CHF"
"7333","wave2",229166066770993,"exp.low_che.int","1","2",58,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,7,0.394,7,5.25,"2'500- 4'000€
<4'300- 5'899CHF",0.397,5,5,5.5,0,0.859855769230769,-1.07183118146336,"2'500- 4'000€
<4'300- 5'899CHF"
"7334","wave2",229166066770993,"exp.low_mid.hig","2","1",58,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,7,0.394,7,5.25,"2'500- 4'000€
<4'300- 5'899CHF",0.397,5,5,5.5,1,0.859855769230769,-1.07183118146336,"2'500- 4'000€
<4'300- 5'899CHF"
"7335","wave2",229166066770993,"mid.low_che.hig","2","1",58,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,7,0.394,7,5.25,"2'500- 4'000€
<4'300- 5'899CHF",0.397,5,5,5.5,1,0.859855769230769,-1.07183118146336,"2'500- 4'000€
<4'300- 5'899CHF"
"7336","wave2",229166066770993,"mid.low_che.int","1","1",58,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,7,0.394,7,5.25,"2'500- 4'000€
<4'300- 5'899CHF",0.397,5,5,5.5,1,0.859855769230769,-1.07183118146336,"2'500- 4'000€
<4'300- 5'899CHF"
"7337","wave2",229166066770995,"exp.int_che.hig","1","2",50,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,9,1.47,7,4.75,"<1'500- 2'499€
3'100-4'299CHF",1.66,12,0,4.25,0,-0.390144230769231,3.3899765831997,"<1'500- 2'499€
3'100-4'299CHF"
"7338","wave2",229166066770995,"exp.int_mid.hig","1","1",50,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,9,1.47,7,4.75,"<1'500- 2'499€
3'100-4'299CHF",1.66,12,0,4.25,0,-0.390144230769231,3.3899765831997,"<1'500- 2'499€
3'100-4'299CHF"
"7339","wave2",229166066770995,"exp.low_che.hig","2","2",50,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,9,1.47,7,4.75,"<1'500- 2'499€
3'100-4'299CHF",1.66,12,0,4.25,0,-0.390144230769231,3.3899765831997,"<1'500- 2'499€
3'100-4'299CHF"
"7340","wave2",229166066770995,"exp.low_che.int","1","2",50,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,9,1.47,7,4.75,"<1'500- 2'499€
3'100-4'299CHF",1.66,12,0,4.25,0,-0.390144230769231,3.3899765831997,"<1'500- 2'499€
3'100-4'299CHF"
"7341","wave2",229166066770995,"exp.low_mid.hig","2","1",50,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,9,1.47,7,4.75,"<1'500- 2'499€
3'100-4'299CHF",1.66,12,0,4.25,0,-0.390144230769231,3.3899765831997,"<1'500- 2'499€
3'100-4'299CHF"
"7342","wave2",229166066770995,"mid.low_che.hig","2","1",50,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,9,1.47,7,4.75,"<1'500- 2'499€
3'100-4'299CHF",1.66,12,0,4.25,0,-0.390144230769231,3.3899765831997,"<1'500- 2'499€
3'100-4'299CHF"
"7343","wave2",229166066770995,"mid.low_che.int","1","1",50,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,9,1.47,7,4.75,"<1'500- 2'499€
3'100-4'299CHF",1.66,12,0,4.25,0,-0.390144230769231,3.3899765831997,"<1'500- 2'499€
3'100-4'299CHF"
"7344","wave2",229166066770996,"exp.int_che.hig","1","2",56,"female","no formal education","<1'500€
<3'100CHF","Germany",4,8,0.682,2,6,"<1'500€
<3'100CHF",0.523,9,1,6,0,1.35985576923077,-0.626710216817637,"<1'500€
<3'100CHF"
"7345","wave2",229166066770996,"exp.int_mid.hig","1","1",56,"female","no formal education","<1'500€
<3'100CHF","Germany",4,8,0.682,2,6,"<1'500€
<3'100CHF",0.523,9,1,6,0,1.35985576923077,-0.626710216817637,"<1'500€
<3'100CHF"
"7346","wave2",229166066770996,"exp.low_che.hig","2","2",56,"female","no formal education","<1'500€
<3'100CHF","Germany",4,8,0.682,2,6,"<1'500€
<3'100CHF",0.523,9,1,6,0,1.35985576923077,-0.626710216817637,"<1'500€
<3'100CHF"
"7347","wave2",229166066770996,"exp.low_che.int","1","2",56,"female","no formal education","<1'500€
<3'100CHF","Germany",4,8,0.682,2,6,"<1'500€
<3'100CHF",0.523,9,1,6,0,1.35985576923077,-0.626710216817637,"<1'500€
<3'100CHF"
"7348","wave2",229166066770996,"exp.low_mid.hig","2","1",56,"female","no formal education","<1'500€
<3'100CHF","Germany",4,8,0.682,2,6,"<1'500€
<3'100CHF",0.523,9,1,6,0,1.35985576923077,-0.626710216817637,"<1'500€
<3'100CHF"
"7349","wave2",229166066770996,"mid.low_che.hig","2","1",56,"female","no formal education","<1'500€
<3'100CHF","Germany",4,8,0.682,2,6,"<1'500€
<3'100CHF",0.523,9,1,6,0,1.35985576923077,-0.626710216817637,"<1'500€
<3'100CHF"
"7350","wave2",229166066770996,"mid.low_che.int","1","1",56,"female","no formal education","<1'500€
<3'100CHF","Germany",4,8,0.682,2,6,"<1'500€
<3'100CHF",0.523,9,1,6,1,1.35985576923077,-0.626710216817637,"<1'500€
<3'100CHF"
"7351","wave2",229166066772029,"exp.int_che.hig","1","2",43,"male","middle school","> 4'000€
>5'900 CHF","Germany",2,9,0.752,1,6,"> 4'000€
>5'900 CHF",0.73,11,7,6,1,1.35985576923077,0.104559939386047,"> 4'000€
>5'900 CHF"
"7352","wave2",229166066772029,"exp.int_mid.hig","1","1",43,"male","middle school","> 4'000€
>5'900 CHF","Germany",2,9,0.752,1,6,"> 4'000€
>5'900 CHF",0.73,11,7,6,1,1.35985576923077,0.104559939386047,"> 4'000€
>5'900 CHF"
"7353","wave2",229166066772029,"exp.low_che.hig","2","2",43,"male","middle school","> 4'000€
>5'900 CHF","Germany",2,9,0.752,1,6,"> 4'000€
>5'900 CHF",0.73,11,7,6,1,1.35985576923077,0.104559939386047,"> 4'000€
>5'900 CHF"
"7354","wave2",229166066772029,"exp.low_che.int","1","2",43,"male","middle school","> 4'000€
>5'900 CHF","Germany",2,9,0.752,1,6,"> 4'000€
>5'900 CHF",0.73,11,7,6,1,1.35985576923077,0.104559939386047,"> 4'000€
>5'900 CHF"
"7355","wave2",229166066772029,"exp.low_mid.hig","2","1",43,"male","middle school","> 4'000€
>5'900 CHF","Germany",2,9,0.752,1,6,"> 4'000€
>5'900 CHF",0.73,11,7,6,1,1.35985576923077,0.104559939386047,"> 4'000€
>5'900 CHF"
"7356","wave2",229166066772029,"mid.low_che.hig","2","1",43,"male","middle school","> 4'000€
>5'900 CHF","Germany",2,9,0.752,1,6,"> 4'000€
>5'900 CHF",0.73,11,7,6,1,1.35985576923077,0.104559939386047,"> 4'000€
>5'900 CHF"
"7357","wave2",229166066772029,"mid.low_che.int","1","1",43,"male","middle school","> 4'000€
>5'900 CHF","Germany",2,9,0.752,1,6,"> 4'000€
>5'900 CHF",0.73,11,7,6,1,1.35985576923077,0.104559939386047,"> 4'000€
>5'900 CHF"
"7358","wave2",229166066772032,"exp.int_che.hig","1","2",51,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,3,0.348,0,3.5,"> 4'000€
>5'900 CHF",0.417,10,0,2.75,0,-1.89014423076923,-1.00117706009102,"> 4'000€
>5'900 CHF"
"7359","wave2",229166066772032,"exp.int_mid.hig","1","1",51,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,3,0.348,0,3.5,"> 4'000€
>5'900 CHF",0.417,10,0,2.75,0,-1.89014423076923,-1.00117706009102,"> 4'000€
>5'900 CHF"
"7360","wave2",229166066772032,"exp.low_che.hig","2","2",51,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,3,0.348,0,3.5,"> 4'000€
>5'900 CHF",0.417,10,0,2.75,0,-1.89014423076923,-1.00117706009102,"> 4'000€
>5'900 CHF"
"7361","wave2",229166066772032,"exp.low_che.int","1","2",51,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,3,0.348,0,3.5,"> 4'000€
>5'900 CHF",0.417,10,0,2.75,0,-1.89014423076923,-1.00117706009102,"> 4'000€
>5'900 CHF"
"7362","wave2",229166066772032,"exp.low_mid.hig","2","1",51,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,3,0.348,0,3.5,"> 4'000€
>5'900 CHF",0.417,10,0,2.75,0,-1.89014423076923,-1.00117706009102,"> 4'000€
>5'900 CHF"
"7363","wave2",229166066772032,"mid.low_che.hig","2","1",51,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,3,0.348,0,3.5,"> 4'000€
>5'900 CHF",0.417,10,0,2.75,0,-1.89014423076923,-1.00117706009102,"> 4'000€
>5'900 CHF"
"7364","wave2",229166066772032,"mid.low_che.int","1","1",51,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,3,0.348,0,3.5,"> 4'000€
>5'900 CHF",0.417,10,0,2.75,0,-1.89014423076923,-1.00117706009102,"> 4'000€
>5'900 CHF"
"7365","wave2",229166066774127,"exp.int_che.hig","1","2",37,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,7,0.43,5,5,"2'500- 4'000€
<4'300- 5'899CHF",0.728,8,5,6,0,1.35985576923077,0.0974945272488136,"2'500- 4'000€
<4'300- 5'899CHF"
"7366","wave2",229166066774127,"exp.int_mid.hig","1","1",37,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,7,0.43,5,5,"2'500- 4'000€
<4'300- 5'899CHF",0.728,8,5,6,1,1.35985576923077,0.0974945272488136,"2'500- 4'000€
<4'300- 5'899CHF"
"7367","wave2",229166066774127,"exp.low_che.hig","2","2",37,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,7,0.43,5,5,"2'500- 4'000€
<4'300- 5'899CHF",0.728,8,5,6,1,1.35985576923077,0.0974945272488136,"2'500- 4'000€
<4'300- 5'899CHF"
"7368","wave2",229166066774127,"exp.low_che.int","1","2",37,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,7,0.43,5,5,"2'500- 4'000€
<4'300- 5'899CHF",0.728,8,5,6,0,1.35985576923077,0.0974945272488136,"2'500- 4'000€
<4'300- 5'899CHF"
"7369","wave2",229166066774127,"exp.low_mid.hig","2","1",37,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,7,0.43,5,5,"2'500- 4'000€
<4'300- 5'899CHF",0.728,8,5,6,1,1.35985576923077,0.0974945272488136,"2'500- 4'000€
<4'300- 5'899CHF"
"7370","wave2",229166066774127,"mid.low_che.hig","2","1",37,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,7,0.43,5,5,"2'500- 4'000€
<4'300- 5'899CHF",0.728,8,5,6,1,1.35985576923077,0.0974945272488136,"2'500- 4'000€
<4'300- 5'899CHF"
"7371","wave2",229166066774127,"mid.low_che.int","1","1",37,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,7,0.43,5,5,"2'500- 4'000€
<4'300- 5'899CHF",0.728,8,5,6,1,1.35985576923077,0.0974945272488136,"2'500- 4'000€
<4'300- 5'899CHF"
"7372","wave2",229166066775173,"exp.int_che.hig","1","2",24,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",6,10,0.346,2,3,"<1'500- 2'499€
3'100-4'299CHF",0.647,2,0,3.5,0,-1.14014423076923,-0.18865466430915,"<1'500- 2'499€
3'100-4'299CHF"
"7373","wave2",229166066775173,"exp.int_mid.hig","1","1",24,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",6,10,0.346,2,3,"<1'500- 2'499€
3'100-4'299CHF",0.647,2,0,3.5,0,-1.14014423076923,-0.18865466430915,"<1'500- 2'499€
3'100-4'299CHF"
"7374","wave2",229166066775173,"exp.low_che.hig","2","2",24,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",6,10,0.346,2,3,"<1'500- 2'499€
3'100-4'299CHF",0.647,2,0,3.5,0,-1.14014423076923,-0.18865466430915,"<1'500- 2'499€
3'100-4'299CHF"
"7375","wave2",229166066775173,"exp.low_che.int","1","2",24,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",6,10,0.346,2,3,"<1'500- 2'499€
3'100-4'299CHF",0.647,2,0,3.5,0,-1.14014423076923,-0.18865466430915,"<1'500- 2'499€
3'100-4'299CHF"
"7376","wave2",229166066775173,"exp.low_mid.hig","2","1",24,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",6,10,0.346,2,3,"<1'500- 2'499€
3'100-4'299CHF",0.647,2,0,3.5,0,-1.14014423076923,-0.18865466430915,"<1'500- 2'499€
3'100-4'299CHF"
"7377","wave2",229166066775173,"mid.low_che.hig","2","1",24,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",6,10,0.346,2,3,"<1'500- 2'499€
3'100-4'299CHF",0.647,2,0,3.5,0,-1.14014423076923,-0.18865466430915,"<1'500- 2'499€
3'100-4'299CHF"
"7378","wave2",229166066775173,"mid.low_che.int","1","1",24,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",6,10,0.346,2,3,"<1'500- 2'499€
3'100-4'299CHF",0.647,2,0,3.5,0,-1.14014423076923,-0.18865466430915,"<1'500- 2'499€
3'100-4'299CHF"
"7379","wave2",229166066778296,"exp.int_che.hig","1","2",59,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,4,0.769,1,6,"> 4'000€
>5'900 CHF",1.08,10,3,6,0,1.35985576923077,1.34100706340194,"> 4'000€
>5'900 CHF"
"7380","wave2",229166066778296,"exp.int_mid.hig","1","1",59,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,4,0.769,1,6,"> 4'000€
>5'900 CHF",1.08,10,3,6,1,1.35985576923077,1.34100706340194,"> 4'000€
>5'900 CHF"
"7381","wave2",229166066778296,"exp.low_che.hig","2","2",59,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,4,0.769,1,6,"> 4'000€
>5'900 CHF",1.08,10,3,6,0,1.35985576923077,1.34100706340194,"> 4'000€
>5'900 CHF"
"7382","wave2",229166066778296,"exp.low_che.int","1","2",59,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,4,0.769,1,6,"> 4'000€
>5'900 CHF",1.08,10,3,6,0,1.35985576923077,1.34100706340194,"> 4'000€
>5'900 CHF"
"7383","wave2",229166066778296,"exp.low_mid.hig","2","1",59,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,4,0.769,1,6,"> 4'000€
>5'900 CHF",1.08,10,3,6,1,1.35985576923077,1.34100706340194,"> 4'000€
>5'900 CHF"
"7384","wave2",229166066778296,"mid.low_che.hig","2","1",59,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,4,0.769,1,6,"> 4'000€
>5'900 CHF",1.08,10,3,6,1,1.35985576923077,1.34100706340194,"> 4'000€
>5'900 CHF"
"7385","wave2",229166066778296,"mid.low_che.int","1","1",59,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,4,0.769,1,6,"> 4'000€
>5'900 CHF",1.08,10,3,6,0,1.35985576923077,1.34100706340194,"> 4'000€
>5'900 CHF"
"7386","wave2",229166066778304,"exp.int_che.hig","1","2",70,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,9,0.488,6,5.25,"<1'500- 2'499€
3'100-4'299CHF",0.274,12,1,5.5,0,0.859855769230769,-1.50635402790323,"<1'500- 2'499€
3'100-4'299CHF"
"7387","wave2",229166066778304,"exp.int_mid.hig","1","1",70,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,9,0.488,6,5.25,"<1'500- 2'499€
3'100-4'299CHF",0.274,12,1,5.5,0,0.859855769230769,-1.50635402790323,"<1'500- 2'499€
3'100-4'299CHF"
"7388","wave2",229166066778304,"exp.low_che.hig","2","2",70,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,9,0.488,6,5.25,"<1'500- 2'499€
3'100-4'299CHF",0.274,12,1,5.5,0,0.859855769230769,-1.50635402790323,"<1'500- 2'499€
3'100-4'299CHF"
"7389","wave2",229166066778304,"exp.low_che.int","1","2",70,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,9,0.488,6,5.25,"<1'500- 2'499€
3'100-4'299CHF",0.274,12,1,5.5,0,0.859855769230769,-1.50635402790323,"<1'500- 2'499€
3'100-4'299CHF"
"7390","wave2",229166066778304,"exp.low_mid.hig","2","1",70,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,9,0.488,6,5.25,"<1'500- 2'499€
3'100-4'299CHF",0.274,12,1,5.5,1,0.859855769230769,-1.50635402790323,"<1'500- 2'499€
3'100-4'299CHF"
"7391","wave2",229166066778304,"mid.low_che.hig","2","1",70,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,9,0.488,6,5.25,"<1'500- 2'499€
3'100-4'299CHF",0.274,12,1,5.5,0,0.859855769230769,-1.50635402790323,"<1'500- 2'499€
3'100-4'299CHF"
"7392","wave2",229166066778304,"mid.low_che.int","1","1",70,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,9,0.488,6,5.25,"<1'500- 2'499€
3'100-4'299CHF",0.274,12,1,5.5,0,0.859855769230769,-1.50635402790323,"<1'500- 2'499€
3'100-4'299CHF"
"7393","wave2",229166066778312,"exp.int_che.hig","1","2",64,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,7,0.346,7,6,"2'500- 4'000€
<4'300- 5'899CHF",0.242,8,6,6,1,1.35985576923077,-1.61940062209897,"2'500- 4'000€
<4'300- 5'899CHF"
"7394","wave2",229166066778312,"exp.int_mid.hig","1","1",64,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,7,0.346,7,6,"2'500- 4'000€
<4'300- 5'899CHF",0.242,8,6,6,1,1.35985576923077,-1.61940062209897,"2'500- 4'000€
<4'300- 5'899CHF"
"7395","wave2",229166066778312,"exp.low_che.hig","2","2",64,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,7,0.346,7,6,"2'500- 4'000€
<4'300- 5'899CHF",0.242,8,6,6,1,1.35985576923077,-1.61940062209897,"2'500- 4'000€
<4'300- 5'899CHF"
"7396","wave2",229166066778312,"exp.low_che.int","1","2",64,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,7,0.346,7,6,"2'500- 4'000€
<4'300- 5'899CHF",0.242,8,6,6,0,1.35985576923077,-1.61940062209897,"2'500- 4'000€
<4'300- 5'899CHF"
