"","m","type","wave1","energy.level","price.level","age","gender","education","income.wave1","country","politcalorientation","Sum.policy.wave1","mean.abs.error.wave1","Sum.product","climate_concern.wave1","wave2","mean.abs.error.wave2","Sum.policy.wave2","Sum.product.wave2","climate_concern.wave2"
"4541",229409893577796,"exp.low_mid.hig",1,"2","1",64,"female","degree","<1'500- 2'499€
3'100-4'299CHF","Germany",5,7,0.882,7,6,1,0.629,10,2,6
"4542",229409893577796,"mid.low_che.hig",1,"2","1",64,"female","degree","<1'500- 2'499€
3'100-4'299CHF","Germany",5,7,0.882,7,6,1,0.629,10,2,6
"4543",229409893577796,"mid.low_che.int",1,"1","1",64,"female","degree","<1'500- 2'499€
3'100-4'299CHF","Germany",5,7,0.882,7,6,0,0.629,10,2,6
"4544",229409893578856,"exp.int_che.hig",0,"1","2",33,"female","degree","> 4'000€
>5'900 CHF","Germany",6,9,0.717,4,6,0,0.744,6,2,5.75
"4545",229409893578856,"exp.int_mid.hig",1,"1","1",33,"female","degree","> 4'000€
>5'900 CHF","Germany",6,9,0.717,4,6,0,0.744,6,2,5.75
"4546",229409893578856,"exp.low_che.hig",1,"2","2",33,"female","degree","> 4'000€
>5'900 CHF","Germany",6,9,0.717,4,6,0,0.744,6,2,5.75
"4547",229409893578856,"exp.low_che.int",0,"1","2",33,"female","degree","> 4'000€
>5'900 CHF","Germany",6,9,0.717,4,6,0,0.744,6,2,5.75
"4548",229409893578856,"exp.low_mid.hig",1,"2","1",33,"female","degree","> 4'000€
>5'900 CHF","Germany",6,9,0.717,4,6,1,0.744,6,2,5.75
"4549",229409893578856,"mid.low_che.hig",1,"2","1",33,"female","degree","> 4'000€
>5'900 CHF","Germany",6,9,0.717,4,6,1,0.744,6,2,5.75
"4550",229409893578856,"mid.low_che.int",0,"1","1",33,"female","degree","> 4'000€
>5'900 CHF","Germany",6,9,0.717,4,6,0,0.744,6,2,5.75
"4551",229409893578858,"exp.int_che.hig",0,"1","2",55,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",8,8,0.784,1,1,1,0.603,0,7,1.5
"4552",229409893578858,"exp.int_mid.hig",0,"1","1",55,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",8,8,0.784,1,1,1,0.603,0,7,1.5
"4553",229409893578858,"exp.low_che.hig",0,"2","2",55,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",8,8,0.784,1,1,1,0.603,0,7,1.5
"4554",229409893578858,"exp.low_che.int",0,"1","2",55,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",8,8,0.784,1,1,1,0.603,0,7,1.5
"4555",229409893578858,"exp.low_mid.hig",0,"2","1",55,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",8,8,0.784,1,1,1,0.603,0,7,1.5
"4556",229409893578858,"mid.low_che.hig",1,"2","1",55,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",8,8,0.784,1,1,1,0.603,0,7,1.5
"4557",229409893578858,"mid.low_che.int",0,"1","1",55,"female","obligatory school","<1'500- 2'499€
3'100-4'299CHF","Germany",8,8,0.784,1,1,1,0.603,0,7,1.5
"4558",229409893579884,"exp.int_che.hig",0,"1","2",63,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.182,2,3,0,0.324,0,1,2.25
"4559",229409893579884,"exp.int_mid.hig",0,"1","1",63,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.182,2,3,0,0.324,0,1,2.25
"4560",229409893579884,"exp.low_che.hig",0,"2","2",63,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.182,2,3,0,0.324,0,1,2.25
"4561",229409893579884,"exp.low_che.int",0,"1","2",63,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.182,2,3,0,0.324,0,1,2.25
"4562",229409893579884,"exp.low_mid.hig",1,"2","1",63,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.182,2,3,1,0.324,0,1,2.25
"4563",229409893579884,"mid.low_che.hig",1,"2","1",63,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.182,2,3,0,0.324,0,1,2.25
"4564",229409893579884,"mid.low_che.int",0,"1","1",63,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,8,0.182,2,3,0,0.324,0,1,2.25
"4565",229409893579886,"exp.int_che.hig",0,"1","2",56,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,7,0.783,3,5.5,0,0.389,9,4,6
"4566",229409893579886,"exp.int_mid.hig",1,"1","1",56,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,7,0.783,3,5.5,1,0.389,9,4,6
"4567",229409893579886,"exp.low_che.hig",0,"2","2",56,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,7,0.783,3,5.5,1,0.389,9,4,6
"4568",229409893579886,"exp.low_che.int",0,"1","2",56,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,7,0.783,3,5.5,0,0.389,9,4,6
"4569",229409893579886,"exp.low_mid.hig",1,"2","1",56,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,7,0.783,3,5.5,1,0.389,9,4,6
"4570",229409893579886,"mid.low_che.hig",1,"2","1",56,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,7,0.783,3,5.5,1,0.389,9,4,6
"4571",229409893579886,"mid.low_che.int",0,"1","1",56,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,7,0.783,3,5.5,0,0.389,9,4,6
"4572",229409893579891,"exp.int_che.hig",0,"1","2",32,"female","degree","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,10,0.867,3,6,1,0.433,14,5,5.5
"4573",229409893579891,"exp.int_mid.hig",1,"1","1",32,"female","degree","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,10,0.867,3,6,1,0.433,14,5,5.5
"4574",229409893579891,"exp.low_che.hig",0,"2","2",32,"female","degree","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,10,0.867,3,6,1,0.433,14,5,5.5
"4575",229409893579891,"exp.low_che.int",0,"1","2",32,"female","degree","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,10,0.867,3,6,0,0.433,14,5,5.5
"4576",229409893579891,"exp.low_mid.hig",1,"2","1",32,"female","degree","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,10,0.867,3,6,0,0.433,14,5,5.5
"4577",229409893579891,"mid.low_che.hig",1,"2","1",32,"female","degree","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,10,0.867,3,6,1,0.433,14,5,5.5
"4578",229409893579891,"mid.low_che.int",0,"1","1",32,"female","degree","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,10,0.867,3,6,1,0.433,14,5,5.5
"4579",229409893579895,"exp.int_che.hig",0,"1","2",66,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,9,0.55,4,6,0,0.501,7,4,6
"4580",229409893579895,"exp.int_mid.hig",1,"1","1",66,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,9,0.55,4,6,1,0.501,7,4,6
"4581",229409893579895,"exp.low_che.hig",0,"2","2",66,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,9,0.55,4,6,1,0.501,7,4,6
"4582",229409893579895,"exp.low_che.int",0,"1","2",66,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,9,0.55,4,6,0,0.501,7,4,6
"4583",229409893579895,"exp.low_mid.hig",1,"2","1",66,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,9,0.55,4,6,1,0.501,7,4,6
"4584",229409893579895,"mid.low_che.hig",1,"2","1",66,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,9,0.55,4,6,1,0.501,7,4,6
"4585",229409893579895,"mid.low_che.int",1,"1","1",66,"female","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",3,9,0.55,4,6,0,0.501,7,4,6
"4586",229409893579901,"exp.int_che.hig",1,"1","2",54,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",4,11,0.706,7,6,1,0.811,9,7,6
"4587",229409893579901,"exp.int_mid.hig",1,"1","1",54,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",4,11,0.706,7,6,1,0.811,9,7,6
"4588",229409893579901,"exp.low_che.hig",1,"2","2",54,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",4,11,0.706,7,6,1,0.811,9,7,6
"4589",229409893579901,"exp.low_che.int",1,"1","2",54,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",4,11,0.706,7,6,1,0.811,9,7,6
"4590",229409893579901,"exp.low_mid.hig",1,"2","1",54,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",4,11,0.706,7,6,1,0.811,9,7,6
"4591",229409893579901,"mid.low_che.hig",1,"2","1",54,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",4,11,0.706,7,6,1,0.811,9,7,6
"4592",229409893579901,"mid.low_che.int",1,"1","1",54,"female","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",4,11,0.706,7,6,1,0.811,9,7,6
"4593",229409893580933,"exp.int_che.hig",1,"1","2",35,"female","degree","> 4'000€
>5'900 CHF","Germany",6,9,0.869,3,5.75,0,0.375,8,2,5.75
"4594",229409893580933,"exp.int_mid.hig",0,"1","1",35,"female","degree","> 4'000€
>5'900 CHF","Germany",6,9,0.869,3,5.75,1,0.375,8,2,5.75
"4595",229409893580933,"exp.low_che.hig",0,"2","2",35,"female","degree","> 4'000€
>5'900 CHF","Germany",6,9,0.869,3,5.75,1,0.375,8,2,5.75
"4596",229409893580933,"exp.low_che.int",0,"1","2",35,"female","degree","> 4'000€
>5'900 CHF","Germany",6,9,0.869,3,5.75,0,0.375,8,2,5.75
"4597",229409893580933,"exp.low_mid.hig",0,"2","1",35,"female","degree","> 4'000€
>5'900 CHF","Germany",6,9,0.869,3,5.75,0,0.375,8,2,5.75
"4598",229409893580933,"mid.low_che.hig",1,"2","1",35,"female","degree","> 4'000€
>5'900 CHF","Germany",6,9,0.869,3,5.75,0,0.375,8,2,5.75
"4599",229409893580933,"mid.low_che.int",1,"1","1",35,"female","degree","> 4'000€
>5'900 CHF","Germany",6,9,0.869,3,5.75,0,0.375,8,2,5.75
"4600",229409893580935,"exp.int_che.hig",1,"1","2",63,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,1.7,7,4.25,0,1.47,8,4,4
"4601",229409893580935,"exp.int_mid.hig",1,"1","1",63,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,1.7,7,4.25,1,1.47,8,4,4
"4602",229409893580935,"exp.low_che.hig",1,"2","2",63,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,1.7,7,4.25,1,1.47,8,4,4
"4603",229409893580935,"exp.low_che.int",1,"1","2",63,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,1.7,7,4.25,0,1.47,8,4,4
"4604",229409893580935,"exp.low_mid.hig",1,"2","1",63,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,1.7,7,4.25,1,1.47,8,4,4
"4605",229409893580935,"mid.low_che.hig",1,"2","1",63,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,1.7,7,4.25,0,1.47,8,4,4
"4606",229409893580935,"mid.low_che.int",1,"1","1",63,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,8,1.7,7,4.25,1,1.47,8,4,4
"4607",229409893580937,"exp.int_che.hig",0,"1","2",60,"male","obligatory school","<1'500€
<3'100CHF","Germany",3,5,0.615,2,4.75,0,0.318,6,2,5
"4608",229409893580937,"exp.int_mid.hig",0,"1","1",60,"male","obligatory school","<1'500€
<3'100CHF","Germany",3,5,0.615,2,4.75,0,0.318,6,2,5
"4609",229409893580937,"exp.low_che.hig",0,"2","2",60,"male","obligatory school","<1'500€
<3'100CHF","Germany",3,5,0.615,2,4.75,0,0.318,6,2,5
"4610",229409893580937,"exp.low_che.int",0,"1","2",60,"male","obligatory school","<1'500€
<3'100CHF","Germany",3,5,0.615,2,4.75,0,0.318,6,2,5
"4611",229409893580937,"exp.low_mid.hig",1,"2","1",60,"male","obligatory school","<1'500€
<3'100CHF","Germany",3,5,0.615,2,4.75,1,0.318,6,2,5
"4612",229409893580937,"mid.low_che.hig",1,"2","1",60,"male","obligatory school","<1'500€
<3'100CHF","Germany",3,5,0.615,2,4.75,1,0.318,6,2,5
"4613",229409893580937,"mid.low_che.int",0,"1","1",60,"male","obligatory school","<1'500€
<3'100CHF","Germany",3,5,0.615,2,4.75,0,0.318,6,2,5
"4614",229409893580943,"exp.int_che.hig",0,"1","2",32,"female","degree","<1'500€
<3'100CHF","Germany",4,5,0.699,3,5.5,0,0.624,6,2,5.5
"4615",229409893580943,"exp.int_mid.hig",0,"1","1",32,"female","degree","<1'500€
<3'100CHF","Germany",4,5,0.699,3,5.5,1,0.624,6,2,5.5
"4616",229409893580943,"exp.low_che.hig",1,"2","2",32,"female","degree","<1'500€
<3'100CHF","Germany",4,5,0.699,3,5.5,0,0.624,6,2,5.5
"4617",229409893580943,"exp.low_che.int",0,"1","2",32,"female","degree","<1'500€
<3'100CHF","Germany",4,5,0.699,3,5.5,0,0.624,6,2,5.5
"4618",229409893580943,"exp.low_mid.hig",1,"2","1",32,"female","degree","<1'500€
<3'100CHF","Germany",4,5,0.699,3,5.5,1,0.624,6,2,5.5
"4619",229409893580943,"mid.low_che.hig",0,"2","1",32,"female","degree","<1'500€
<3'100CHF","Germany",4,5,0.699,3,5.5,0,0.624,6,2,5.5
"4620",229409893580943,"mid.low_che.int",1,"1","1",32,"female","degree","<1'500€
<3'100CHF","Germany",4,5,0.699,3,5.5,0,0.624,6,2,5.5
"4621",229409893580944,"exp.int_che.hig",0,"1","2",70,"male","obligatory school","<1'500€
<3'100CHF","Germany",6,7,0.62,1,3.75,0,1.14,2,1,3.75
"4622",229409893580944,"exp.int_mid.hig",0,"1","1",70,"male","obligatory school","<1'500€
<3'100CHF","Germany",6,7,0.62,1,3.75,1,1.14,2,1,3.75
"4623",229409893580944,"exp.low_che.hig",0,"2","2",70,"male","obligatory school","<1'500€
<3'100CHF","Germany",6,7,0.62,1,3.75,0,1.14,2,1,3.75
"4624",229409893580944,"exp.low_che.int",0,"1","2",70,"male","obligatory school","<1'500€
<3'100CHF","Germany",6,7,0.62,1,3.75,0,1.14,2,1,3.75
"4625",229409893580944,"exp.low_mid.hig",0,"2","1",70,"male","obligatory school","<1'500€
<3'100CHF","Germany",6,7,0.62,1,3.75,0,1.14,2,1,3.75
"4626",229409893580944,"mid.low_che.hig",1,"2","1",70,"male","obligatory school","<1'500€
<3'100CHF","Germany",6,7,0.62,1,3.75,0,1.14,2,1,3.75
"4627",229409893580944,"mid.low_che.int",0,"1","1",70,"male","obligatory school","<1'500€
<3'100CHF","Germany",6,7,0.62,1,3.75,0,1.14,2,1,3.75
"4628",229409893581983,"exp.int_che.hig",1,"1","2",50,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,0,0.662,7,2.5,0,0.513,0,0,1.75
"4629",229409893581983,"exp.int_mid.hig",1,"1","1",50,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,0,0.662,7,2.5,0,0.513,0,0,1.75
"4630",229409893581983,"exp.low_che.hig",1,"2","2",50,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,0,0.662,7,2.5,0,0.513,0,0,1.75
"4631",229409893581983,"exp.low_che.int",1,"1","2",50,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,0,0.662,7,2.5,0,0.513,0,0,1.75
"4632",229409893581983,"exp.low_mid.hig",1,"2","1",50,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,0,0.662,7,2.5,0,0.513,0,0,1.75
"4633",229409893581983,"mid.low_che.hig",1,"2","1",50,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,0,0.662,7,2.5,0,0.513,0,0,1.75
"4634",229409893581983,"mid.low_che.int",1,"1","1",50,"female","middle school","> 4'000€
>5'900 CHF","Germany",5,0,0.662,7,2.5,0,0.513,0,0,1.75
"4635",229409893581988,"exp.int_che.hig",0,"1","2",66,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,4,0.518,5,5.25,1,0.427,5,5,5.75
"4636",229409893581988,"exp.int_mid.hig",1,"1","1",66,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,4,0.518,5,5.25,1,0.427,5,5,5.75
"4637",229409893581988,"exp.low_che.hig",1,"2","2",66,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,4,0.518,5,5.25,1,0.427,5,5,5.75
"4638",229409893581988,"exp.low_che.int",0,"1","2",66,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,4,0.518,5,5.25,0,0.427,5,5,5.75
"4639",229409893581988,"exp.low_mid.hig",1,"2","1",66,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,4,0.518,5,5.25,1,0.427,5,5,5.75
"4640",229409893581988,"mid.low_che.hig",1,"2","1",66,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,4,0.518,5,5.25,1,0.427,5,5,5.75
"4641",229409893581988,"mid.low_che.int",1,"1","1",66,"female","middle school","<1'500- 2'499€
3'100-4'299CHF","Germany",3,4,0.518,5,5.25,0,0.427,5,5,5.75
"4642",229409893583024,"exp.int_che.hig",0,"1","2",47,"male","degree","> 4'000€
>5'900 CHF","Germany",4,16,0.269,2,4.5,0,0.366,16,0,3.25
"4643",229409893583024,"exp.int_mid.hig",0,"1","1",47,"male","degree","> 4'000€
>5'900 CHF","Germany",4,16,0.269,2,4.5,0,0.366,16,0,3.25
"4644",229409893583024,"exp.low_che.hig",0,"2","2",47,"male","degree","> 4'000€
>5'900 CHF","Germany",4,16,0.269,2,4.5,0,0.366,16,0,3.25
"4645",229409893583024,"exp.low_che.int",0,"1","2",47,"male","degree","> 4'000€
>5'900 CHF","Germany",4,16,0.269,2,4.5,0,0.366,16,0,3.25
"4646",229409893583024,"exp.low_mid.hig",1,"2","1",47,"male","degree","> 4'000€
>5'900 CHF","Germany",4,16,0.269,2,4.5,0,0.366,16,0,3.25
"4647",229409893583024,"mid.low_che.hig",1,"2","1",47,"male","degree","> 4'000€
>5'900 CHF","Germany",4,16,0.269,2,4.5,0,0.366,16,0,3.25
"4648",229409893583024,"mid.low_che.int",0,"1","1",47,"male","degree","> 4'000€
>5'900 CHF","Germany",4,16,0.269,2,4.5,0,0.366,16,0,3.25
"4649",229409893583029,"exp.int_che.hig",0,"1","2",66,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,8,0.474,3,5.5,0,0.269,6,3,5.75
"4650",229409893583029,"exp.int_mid.hig",1,"1","1",66,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,8,0.474,3,5.5,0,0.269,6,3,5.75
"4651",229409893583029,"exp.low_che.hig",0,"2","2",66,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,8,0.474,3,5.5,1,0.269,6,3,5.75
"4652",229409893583029,"exp.low_che.int",0,"1","2",66,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,8,0.474,3,5.5,0,0.269,6,3,5.75
"4653",229409893583029,"exp.low_mid.hig",1,"2","1",66,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,8,0.474,3,5.5,1,0.269,6,3,5.75
"4654",229409893583029,"mid.low_che.hig",1,"2","1",66,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,8,0.474,3,5.5,1,0.269,6,3,5.75
"4655",229409893583029,"mid.low_che.int",0,"1","1",66,"male","no formal education","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,8,0.474,3,5.5,0,0.269,6,3,5.75
"4656",229409893584063,"exp.int_che.hig",1,"1","2",49,"male","obligatory school","<1'500€
<3'100CHF","Germany",5,7,1.02,7,6,1,0.583,9,7,6
"4657",229409893584063,"exp.int_mid.hig",1,"1","1",49,"male","obligatory school","<1'500€
<3'100CHF","Germany",5,7,1.02,7,6,1,0.583,9,7,6
"4658",229409893584063,"exp.low_che.hig",1,"2","2",49,"male","obligatory school","<1'500€
<3'100CHF","Germany",5,7,1.02,7,6,1,0.583,9,7,6
"4659",229409893584063,"exp.low_che.int",1,"1","2",49,"male","obligatory school","<1'500€
<3'100CHF","Germany",5,7,1.02,7,6,1,0.583,9,7,6
"4660",229409893584063,"exp.low_mid.hig",1,"2","1",49,"male","obligatory school","<1'500€
<3'100CHF","Germany",5,7,1.02,7,6,1,0.583,9,7,6
"4661",229409893584063,"mid.low_che.hig",1,"2","1",49,"male","obligatory school","<1'500€
<3'100CHF","Germany",5,7,1.02,7,6,1,0.583,9,7,6
"4662",229409893584063,"mid.low_che.int",1,"1","1",49,"male","obligatory school","<1'500€
<3'100CHF","Germany",5,7,1.02,7,6,1,0.583,9,7,6
"4663",229409893584066,"exp.int_che.hig",1,"1","2",30,"male","degree","<1'500€
<3'100CHF","Germany",6,11,0.367,7,5.25,0,0.396,13,4,5.25
"4664",229409893584066,"exp.int_mid.hig",1,"1","1",30,"male","degree","<1'500€
<3'100CHF","Germany",6,11,0.367,7,5.25,1,0.396,13,4,5.25
"4665",229409893584066,"exp.low_che.hig",1,"2","2",30,"male","degree","<1'500€
<3'100CHF","Germany",6,11,0.367,7,5.25,0,0.396,13,4,5.25
"4666",229409893584066,"exp.low_che.int",1,"1","2",30,"male","degree","<1'500€
<3'100CHF","Germany",6,11,0.367,7,5.25,0,0.396,13,4,5.25
"4667",229409893584066,"exp.low_mid.hig",1,"2","1",30,"male","degree","<1'500€
<3'100CHF","Germany",6,11,0.367,7,5.25,1,0.396,13,4,5.25
"4668",229409893584066,"mid.low_che.hig",1,"2","1",30,"male","degree","<1'500€
<3'100CHF","Germany",6,11,0.367,7,5.25,1,0.396,13,4,5.25
"4669",229409893584066,"mid.low_che.int",1,"1","1",30,"male","degree","<1'500€
<3'100CHF","Germany",6,11,0.367,7,5.25,1,0.396,13,4,5.25
"4670",229409893585116,"exp.int_che.hig",0,"1","2",69,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,4,0.591,3,5.75,0,0.619,8,0,5.75
"4671",229409893585116,"exp.int_mid.hig",1,"1","1",69,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,4,0.591,3,5.75,0,0.619,8,0,5.75
"4672",229409893585116,"exp.low_che.hig",0,"2","2",69,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,4,0.591,3,5.75,0,0.619,8,0,5.75
"4673",229409893585116,"exp.low_che.int",0,"1","2",69,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,4,0.591,3,5.75,0,0.619,8,0,5.75
"4674",229409893585116,"exp.low_mid.hig",1,"2","1",69,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,4,0.591,3,5.75,0,0.619,8,0,5.75
"4675",229409893585116,"mid.low_che.hig",1,"2","1",69,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,4,0.591,3,5.75,0,0.619,8,0,5.75
"4676",229409893585116,"mid.low_che.int",0,"1","1",69,"male","middle school","2'500- 4'000€
<4'300- 5'899CHF","Germany",5,4,0.591,3,5.75,0,0.619,8,0,5.75
"4677",229409893586946,"exp.int_che.hig",0,"1","2",38,"male","degree","> 4'000€
>5'900 CHF","Germany",6,0,0.351,2,1,0,0.469,8,2,1.25
"4678",229409893586946,"exp.int_mid.hig",1,"1","1",38,"male","degree","> 4'000€
>5'900 CHF","Germany",6,0,0.351,2,1,1,0.469,8,2,1.25
"4679",229409893586946,"exp.low_che.hig",0,"2","2",38,"male","degree","> 4'000€
>5'900 CHF","Germany",6,0,0.351,2,1,1,0.469,8,2,1.25
"4680",229409893586946,"exp.low_che.int",0,"1","2",38,"male","degree","> 4'000€
>5'900 CHF","Germany",6,0,0.351,2,1,0,0.469,8,2,1.25
"4681",229409893586946,"exp.low_mid.hig",1,"2","1",38,"male","degree","> 4'000€
>5'900 CHF","Germany",6,0,0.351,2,1,0,0.469,8,2,1.25
"4682",229409893586946,"mid.low_che.hig",0,"2","1",38,"male","degree","> 4'000€
>5'900 CHF","Germany",6,0,0.351,2,1,0,0.469,8,2,1.25
"4683",229409893586946,"mid.low_che.int",0,"1","1",38,"male","degree","> 4'000€
>5'900 CHF","Germany",6,0,0.351,2,1,0,0.469,8,2,1.25
"4684",229409893587191,"exp.int_che.hig",0,"1","2",55,"male","obligatory school","<1'500€
<3'100CHF","Germany",3,6,0.666,1,3.5,0,0.459,10,3,3.75
"4685",229409893587191,"exp.int_mid.hig",0,"1","1",55,"male","obligatory school","<1'500€
<3'100CHF","Germany",3,6,0.666,1,3.5,1,0.459,10,3,3.75
"4686",229409893587191,"exp.low_che.hig",0,"2","2",55,"male","obligatory school","<1'500€
<3'100CHF","Germany",3,6,0.666,1,3.5,1,0.459,10,3,3.75
"4687",229409893587191,"exp.low_che.int",0,"1","2",55,"male","obligatory school","<1'500€
<3'100CHF","Germany",3,6,0.666,1,3.5,0,0.459,10,3,3.75
"4688",229409893587191,"exp.low_mid.hig",0,"2","1",55,"male","obligatory school","<1'500€
<3'100CHF","Germany",3,6,0.666,1,3.5,0,0.459,10,3,3.75
"4689",229409893587191,"mid.low_che.hig",0,"2","1",55,"male","obligatory school","<1'500€
<3'100CHF","Germany",3,6,0.666,1,3.5,1,0.459,10,3,3.75
"4690",229409893587191,"mid.low_che.int",1,"1","1",55,"male","obligatory school","<1'500€
<3'100CHF","Germany",3,6,0.666,1,3.5,0,0.459,10,3,3.75
"4691",229409893587194,"exp.int_che.hig",0,"1","2",55,"female","degree","> 4'000€
>5'900 CHF","Germany",8,0,0.564,1,1.75,0,0.702,8,0,2
"4692",229409893587194,"exp.int_mid.hig",0,"1","1",55,"female","degree","> 4'000€
>5'900 CHF","Germany",8,0,0.564,1,1.75,0,0.702,8,0,2
"4693",229409893587194,"exp.low_che.hig",0,"2","2",55,"female","degree","> 4'000€
>5'900 CHF","Germany",8,0,0.564,1,1.75,0,0.702,8,0,2
"4694",229409893587194,"exp.low_che.int",1,"1","2",55,"female","degree","> 4'000€
>5'900 CHF","Germany",8,0,0.564,1,1.75,0,0.702,8,0,2
"4695",229409893587194,"exp.low_mid.hig",0,"2","1",55,"female","degree","> 4'000€
>5'900 CHF","Germany",8,0,0.564,1,1.75,0,0.702,8,0,2
"4696",229409893587194,"mid.low_che.hig",0,"2","1",55,"female","degree","> 4'000€
>5'900 CHF","Germany",8,0,0.564,1,1.75,0,0.702,8,0,2
"4697",229409893587194,"mid.low_che.int",0,"1","1",55,"female","degree","> 4'000€
>5'900 CHF","Germany",8,0,0.564,1,1.75,0,0.702,8,0,2
"4698",229409893587973,"exp.int_che.hig",1,"1","2",64,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,6,0.589,4,3.5,0,0.518,8,0,4.5
"4699",229409893587973,"exp.int_mid.hig",1,"1","1",64,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,6,0.589,4,3.5,0,0.518,8,0,4.5
"4700",229409893587973,"exp.low_che.hig",0,"2","2",64,"male","obligatory school","2'500- 4'000€
<4'300- 5'899CHF","Germany",6,6,0.589,4,3.5,0,0.518,8,0,4.5
