"","m","Duration.wave1","ResponseId.wave1","gender","country","income.wave1","education","household_size","politicalorientation_1","Duration.wave2","ResponseId","age","income.wave2","Minutes.wave1","Minutes.wave2","Minutes"
"239",229320605944858,1327,"R_vOJ77WLNm6DJcRP","male","Germany","> 4'000€
>5'900 CHF","degree",2,3,1361,"R_1hN2fFHEfAEgcbd",71,"> 4'000€
>5'900 CHF",22,22,"okay"
"240",229320605945902,1980,"R_3Eu17CSWhkIYwbv","male","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",3,1,4271,"R_1FxPHFim5fqJQQ6",68,"<1'500- 2'499€
3'100-4'299CHF",33,71,"okay"
"241",229320605946949,868,"R_cOX10zgwNe6cpj3","female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,4,1455,"R_1mqjuQbjSc7zaz8",57,"> 4'000€
>5'900 CHF",14,24,"okay"
"242",229320605949033,1247,"R_3eavi4Grn0LOQQz","female","Germany","<1'500€
<3'100CHF","obligatory school",2,6,1355,"R_1q97VY7HVIAyFYv",65,"<1'500€
<3'100CHF",20,22,"okay"
"243",229320605949036,724,"R_9AWvGT7rU9cKGxH","male","Germany","<1'500€
<3'100CHF","obligatory school",1,5,698,"R_06dMV3ns8Oso0fv",49,"<1'500€
<3'100CHF",12,11,"okay"
"244",229320605949038,6814,"R_3maauwgeLmyIafc","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,2515,"R_1F34b5Sc8PY9Agr",44,"2'500- 4'000€
<4'300- 5'899CHF",113,41,"okay"
"245",229320605950073,3614,"R_Y5okMSloOk3HkCB","male","Germany","<1'500€
<3'100CHF","degree",1,8,2622,"R_1oniO1xKkANO7Rs",43,"<1'500€
<3'100CHF",60,43,"okay"
"246",229320605952170,1529,"R_2c57RvqIlGbiyW3","female","Germany","<1'500€
<3'100CHF","degree",3,6,2238,"R_1gnF5xx7LiG6Ey4",62,"<1'500€
<3'100CHF",25,37,"okay"
"247",229320605953205,884,"R_31i7s8usroAcZbm","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,980,"R_pQ3F8eEC2ZsUSs1",48,"<1'500- 2'499€
3'100-4'299CHF",14,16,"okay"
"248",229320605953210,786,"R_3HYp55D45PFLzNr","male","Germany","<1'500€
<3'100CHF","no formal education",1,5,811,"R_1pWi3TQiCGOmyri",37,"<1'500€
<3'100CHF",13,13,"okay"
"249",229320605953211,821,"R_2VmAZKeowsEAaKf","male","Germany","> 4'000€
>5'900 CHF","degree",4,7,579,"R_2v2Ea5eT240inrU",36,"> 4'000€
>5'900 CHF",13,9,"okay"
"250",229320605954251,4759,"R_3qUld2GTlU0xNRr","female","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,6,6010,"R_DSl3zFkJVpw7StX",52,"<1'500- 2'499€
3'100-4'299CHF",79,100,"okay"
"251",229320605955296,1586,"R_ST3qQDWH8a2Z8wF","male","Germany","<1'500€
<3'100CHF","no formal education",1,5,1460,"R_bJaH8kg5VUNEozn",58,"<1'500€
<3'100CHF",26,24,"okay"
"252",229320605958180,1199,"R_1XjuiSN8BMQqvq9","female","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,7,1498,"R_26o2dqIsY2j0ikn",59,"<1'500- 2'499€
3'100-4'299CHF",19,24,"okay"
"253",229320605958184,2773,"R_1o1EUzmkWnI0L6v","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,1155,"R_291jqH1l086hM3H",31,"<1'500- 2'499€
3'100-4'299CHF",46,19,"okay"
"254",229320605959210,786,"R_12McFRO8avvy3pt","female","Germany","<1'500€
<3'100CHF","no formal education",3,5,1782,"R_1Q5SORbIaDcvhXw",43,"<1'500€
<3'100CHF",13,29,"okay"
"255",229320605962358,3111,"R_8jJinnm0a4ic5YB","female","Germany","<1'500€
<3'100CHF","degree",2,4,1006,"R_3ZQS1UkBxvCaDwR",30,"<1'500€
<3'100CHF",51,16,"okay"
"256",229320605966522,554,"R_PAtIMaxymCs5uQp","female","Germany","<1'500€
<3'100CHF","no formal education",5,8,908,"R_u2FMkjFxEZa71G9",22,"<1'500- 2'499€
3'100-4'299CHF",9,15,"okay"
"257",229320605970439,1014,"R_1mQvIIkrYWPyK9D","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",5,6,1237,"R_3oENSp13RG6glC5",44,"2'500- 4'000€
<4'300- 5'899CHF",16,20,"okay"
"258",229320605973564,739,"R_3P7RzAy13Y0ZyPe","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,885,"R_sYjZgSboOQLexah",24,"2'500- 4'000€
<4'300- 5'899CHF",12,14,"okay"
"259",229320605974599,1067,"R_cZILximj914t2mJ","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,5,6403,"R_9G4jTq77unMeLkZ",28,"<1'500- 2'499€
3'100-4'299CHF",17,106,"okay"
"260",229320605976689,781,"R_2SxHYjyVP763k5m","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,961,"R_qK6xhra0Jo93vON",27,"<1'500- 2'499€
3'100-4'299CHF",13,16,"okay"
"261",229320605989990,1109,"R_3QGIueGaks8cgn3","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,6,867,"R_1Eag3xMoE7wW18J",23,"2'500- 4'000€
<4'300- 5'899CHF",18,14,"okay"
"262",229320606000189,951,"R_31mjGicLNt7ZzRN","male","Germany","<1'500€
<3'100CHF","middle school",1,5,1039,"R_27eCE2XkQwLAAYK",23,"<1'500€
<3'100CHF",15,17,"okay"
"263",229320606005406,1109,"R_21HBUv3fiehWFkD","male","Germany","<1'500€
<3'100CHF","middle school",1,5,887,"R_3iq9Qrw3esWRHLJ",28,"<1'500€
<3'100CHF",18,14,"okay"
"264",229320606011397,1325,"R_231rtRsvBjO69aO","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1609,"R_2170LJegYGhKWPO",67,"2'500- 4'000€
<4'300- 5'899CHF",22,26,"okay"
"265",229320606018720,3827,"R_1q7E4y4PrqP1PL6","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,3,1831,"R_3g18M4zbTwAqVh1",26,"2'500- 4'000€
<4'300- 5'899CHF",63,30,"okay"
"266",229320606027862,18345,"R_ugMJIMUpAOB2oUh","female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,5,775,"R_25u0Sp2GchmKqpa",27,"> 4'000€
>5'900 CHF",305,12,"okay"
"267",229320606061811,533,"R_zUaNyZkkwGn2pcl","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",1,6,573,"R_27UbqIBbAAvXtnO",27,"2'500- 4'000€
<4'300- 5'899CHF",8,9,"okay"
"268",229320606066792,1641,"R_3MbV6SP27Eiit2Z","male","Germany","> 4'000€
>5'900 CHF","middle school",2,4,932,"R_2rTwpwnzTaksgxl",28,"> 4'000€
>5'900 CHF",27,15,"okay"
"269",229320606074103,763,"R_3JsmifnazgApI1d","male","Germany","<1'500€
<3'100CHF","middle school",1,4,599,"R_zf0YMptxHj9kGVX",22,"<1'500€
<3'100CHF",12,9,"okay"
"270",229320606075132,11681,"R_sGtv3I6l6YZ1GU1","male","Germany","<1'500€
<3'100CHF","middle school",1,1,114151,"R_cJf9ziUSdIAPBv3",29,"<1'500€
<3'100CHF",194,1902,"okay"
"271",229320606084260,601,"R_0OfdToodUAnFM6B","male","Germany","> 4'000€
>5'900 CHF","middle school",5,3,900,"R_2OGwTX83fhyDNnI",20,"> 4'000€
>5'900 CHF",10,15,"okay"
"272",229321437507604,869,"R_2ONqk47gdZJglgM","female","Switzerland","<1'500€
<3'100CHF","no formal education",2,6,11501,"R_1mn6nqlgVzfC7By",50,"<1'500€
<3'100CHF",14,191,"okay"
"273",229321437509656,1844,"R_3r21G8Nm7RsHkc0","non-binary","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,2,1236,"R_3pik33O5ERDcnHu",59,"<1'500€
<3'100CHF",30,20,"okay"
"274",229321437515815,1267,"R_3DtC6f6iRqHYWHG","female","Switzerland","<1'500€
<3'100CHF","degree",1,4,2829,"R_1MS46DkDMSuh1PA",67,"<1'500- 2'499€
3'100-4'299CHF",21,47,"okay"
"275",229321437541463,747,"R_2V3zus3Kt0huqKu","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,3,1011,"R_3MG5FAqJxElwWok",36,"2'500- 4'000€
<4'300- 5'899CHF",12,16,"okay"
"276",229321437542488,2249,"R_2wKp8LF2cWkXbfk","female","Switzerland","<1'500€
<3'100CHF","middle school",1,2,1367,"R_C9p6GTOuQlnneOl",68,"<1'500€
<3'100CHF",37,22,"okay"
"277",229321437547620,1454,"R_3NPSVGia8j1wETu","male","Switzerland","> 4'000€
>5'900 CHF","degree",3,5,1188,"R_2WCGRS3itljeTiz",53,"> 4'000€
>5'900 CHF",24,19,"okay"
"278",229321437554799,1384,"R_3ITeahDbcDVDfZw","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,7,1652,"R_uwsz0gXGHX7JS5b",46,"<1'500- 2'499€
3'100-4'299CHF",23,27,"okay"
"279",229321437575305,1314,"R_2OHnw7eiEYDNkMB","male","Switzerland","<1'500€
<3'100CHF","degree",1,6,1588,"R_1g8sB1oxmSUbqac",73,"<1'500€
<3'100CHF",21,26,"okay"
"280",229321437583507,1277,"R_1eItHzwa9LsrDs3","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",3,6,1079,"R_2e8zf4yA6aADPCx",54,"<1'500- 2'499€
3'100-4'299CHF",21,17,"okay"
"281",229321437584534,1770,"R_zdHs0uya0KljHEJ","male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",4,7,1325,"R_1fd2J5yU5aMILdN",30,"2'500- 4'000€
<4'300- 5'899CHF",29,22,"okay"
"282",229321437668352,832,"R_2S0OQ3IueOsiMy9","male","Switzerland","<1'500€
<3'100CHF","no formal education",3,6,1080,"R_3KHlnf4QUvxSqJv",43,"<1'500- 2'499€
3'100-4'299CHF",13,18,"okay"
"283",229321437670402,905,"R_114x80EEaCoWOK0","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,2,1519,"R_3xe9GWONYDTpSKZ",46,"2'500- 4'000€
<4'300- 5'899CHF",15,25,"okay"
"284",229321437677579,2475,"R_1oImsaAeBtJQuJd","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",4,8,940,"R_1FmtO0YnX1gLS41",36,"<1'500- 2'499€
3'100-4'299CHF",41,15,"okay"
"285",229321437681681,713,"R_DP6oaIAjatZuWKR","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",3,3,818,"R_2qvzPowbEHSePSC",23,"<1'500- 2'499€
3'100-4'299CHF",11,13,"okay"
"286",229321437701161,670,"R_3DjQ9uCmrnB5ll3","female","Switzerland","<1'500€
<3'100CHF","obligatory school",1,3,2067,"R_qVCnJhMYPvHRTjz",43,"<1'500€
<3'100CHF",11,34,"okay"
"287",229321437719617,1108,"R_2Y37hooYg88WmXQ","female","Switzerland","> 4'000€
>5'900 CHF","degree",2,10,996,"R_xDXbvT4HcZ1WQaB",41,"> 4'000€
>5'900 CHF",18,16,"okay"
"288",229321437737054,736,"R_3IRbzcUp1vk5qmZ","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",2,2,745,"R_ctDsV86N4F35z6p",23,"<1'500€
<3'100CHF",12,12,"okay"
"289",229321437739104,682,"R_2ahLJVgIViB6bu6","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,7,906,"R_1MK61RcnsRnWNLS",58,"2'500- 4'000€
<4'300- 5'899CHF",11,15,"okay"
"290",229321437762688,494,"R_3p4MHNZFv2QytI8","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,7,649,"R_2zcJgAqnxH8Y4yS",42,"<1'500- 2'499€
3'100-4'299CHF",8,10,"okay"
"291",229321437763714,1541,"R_3hclMbURMmsEgfp","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,5,1203,"R_2QX1hhnet3fuiW3",31,"2'500- 4'000€
<4'300- 5'899CHF",25,20,"okay"
"292",229321437858830,618,"R_1dtb3TlGOCmUA69","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,3,528,"R_3dWXqIgiMohp3v6",19,"<1'500- 2'499€
3'100-4'299CHF",10,8,"okay"
"293",229321437921368,506,"R_1F94axNpIB5vuou","male","Switzerland","<1'500€
<3'100CHF","obligatory school",4,4,967,"R_2Vr5HURfk3ALUOy",26,"<1'500- 2'499€
3'100-4'299CHF",8,16,"okay"
"294",229321437924448,2962,"R_ABDhvhN4xo1jJFD","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,3,1419,"R_vwBxcGO3XV6CNqx",37,"2'500- 4'000€
<4'300- 5'899CHF",49,23,"okay"
"295",229321437941882,2112,"R_2TMIdZbXG8NWhBs","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",4,5,1616,"R_1Y2iKkxsibQMHVD",41,"2'500- 4'000€
<4'300- 5'899CHF",35,26,"okay"
"296",229321437994179,684,"R_Z9veagVYQlL0vrH","male","Switzerland","<1'500€
<3'100CHF","degree",5,4,860,"R_2YEre5bJYfgYrBC",25,"2'500- 4'000€
<4'300- 5'899CHF",11,14,"okay"
"297",229321438035199,678,"R_PZZ2h2sjqA2zIdz","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",1,6,557,"R_stC3dwfSaL6cLBL",43,"2'500- 4'000€
<4'300- 5'899CHF",11,9,"okay"
"298",229321438075977,6190,"R_OCnbvgwnPODfkGd","female","Switzerland","<1'500€
<3'100CHF","obligatory school",5,5,560,"R_73rmQ93Q7Rd36mZ",19,"<1'500€
<3'100CHF",103,9,"okay"
"299",229321438098546,1015,"R_26lt8YAsRBjSSkx","female","Switzerland","> 4'000€
>5'900 CHF","middle school",5,7,903,"R_ToAwS1lLBvXxWW5",26,"> 4'000€
>5'900 CHF",16,15,"okay"
"300",229321438104706,1036,"R_3Qo4RcpLrzI1Aul","female","Switzerland","<1'500€
<3'100CHF","middle school",1,4,1157,"R_Dq0pgiK5mRsKU81",24,"<1'500€
<3'100CHF",17,19,"okay"
"301",229321438125234,807,"R_2ARWpxcD2tBg6mr","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,6,738,"R_3lUpoBEtzy9drZD",30,"> 4'000€
>5'900 CHF",13,12,"okay"
"302",229321438159066,873,"R_2rkonJe65fP5KJc","female","Switzerland","> 4'000€
>5'900 CHF","obligatory school",5,4,727,"R_3LYXqMeVnadDV9q",20,"> 4'000€
>5'900 CHF",14,12,"okay"
"303",229321438161117,867,"R_pT3EwTuf1SxdkTT","male","Switzerland","> 4'000€
>5'900 CHF","degree",3,7,1071,"R_33sDgCJtJ211JGG",26,"> 4'000€
>5'900 CHF",14,17,"okay"
"304",229321438164192,1573,"R_qCSrsgKBELjoqFr","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,7,1611,"R_1i3WThj1PPLv7sg",32,"2'500- 4'000€
<4'300- 5'899CHF",26,26,"okay"
"305",229321438210114,1101,"R_1gNlZZdQIAPxbdw","female","Switzerland","<1'500€
<3'100CHF","middle school",1,7,881,"R_2SoeQbtedg9U7A9",27,"<1'500€
<3'100CHF",18,14,"okay"
"306",229321438243967,1116,"R_1FBk1b6s6Ugkr97","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,1653,"R_2OZmN3GX1csFnvS",22,"<1'500€
<3'100CHF",18,27,"okay"
"307",229321438287057,1815,"R_z2OjTI6ALu00OnD","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,1919,"R_1QrwLMIn7K2GhNN",25,"<1'500€
<3'100CHF",30,31,"okay"
"308",229321438289110,1679,"R_2eVHaP99y0kDK1c","female","Switzerland","<1'500€
<3'100CHF","obligatory school",2,4,1544,"R_2QYGfMYzAouv17p",60,"<1'500- 2'499€
3'100-4'299CHF",27,25,"okay"
"309",229321438291162,2071,"R_3j38lHPlwwyS4X2","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,7,1272,"R_1dyNNy7i0IogXjW",26,"<1'500- 2'499€
3'100-4'299CHF",34,21,"okay"
"310",229321438291163,1064,"R_vVnQq2iaaEV95jb","female","Switzerland","<1'500€
<3'100CHF","middle school",4,6,1422,"R_3JedFD408eCUXoU",21,"<1'500€
<3'100CHF",17,23,"okay"
"311",229321438312457,1417,"R_3mIZQ7fAUEXJsZ3","female","Switzerland","> 4'000€
>5'900 CHF","middle school",4,8,1080,"R_1K41lGNotMQuaYo",23,"> 4'000€
>5'900 CHF",23,18,"okay"
"312",229321438315541,562,"R_6KfWCtRpRvT3ggF","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,5,1350,"R_12LqzQngtlo94Le",35,"> 4'000€
>5'900 CHF",9,22,"okay"
"313",229321438330936,1270,"R_1H8LLFUTNt7leVR","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,4,1280,"R_2D6c4MB4OoCIkDm",25,"2'500- 4'000€
<4'300- 5'899CHF",21,21,"okay"
"314",229321438343251,1467,"R_2TKS87c4h8yApTA","female","Switzerland","<1'500€
<3'100CHF","middle school",1,3,1414,"R_1Eh4vp1pfF8GFJb",29,"<1'500€
<3'100CHF",24,23,"okay"
"315",229321438363760,1649,"R_3JKoDCr9qlPtI5O","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,4,2658,"R_1QlrekUmzTk0Wbq",27,"2'500- 4'000€
<4'300- 5'899CHF",27,44,"okay"
"316",229321438376071,1243,"R_1rf8RkKm64iSMMO","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,3,1241,"R_2WAJRrWbWwkXh4E",27,"<1'500- 2'499€
3'100-4'299CHF",20,20,"okay"
"317",229321438387356,674,"R_25tgtjEGT1tmYni","female","Switzerland","<1'500€
<3'100CHF","middle school",1,5,837,"R_1F97pVdAYa0AR1X",29,"<1'500€
<3'100CHF",11,13,"okay"
"318",229409893551190,798,"R_3hg9rxVP0W2bBdv","female","Germany","<1'500€
<3'100CHF","middle school",1,3,700,"R_d5Svv8gnZ7XR1PX",54,"<1'500€
<3'100CHF",13,11,"okay"
"319",229409893551191,8386,"R_22tTxe5Wf46p8v3","female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,848,"R_2P4JBo0bhSklWm8",62,"<1'500€
<3'100CHF",139,14,"okay"
"320",229409893551197,1633,"R_3FORg56rf1EKsyC","female","Germany","> 4'000€
>5'900 CHF","degree",2,5,8717,"R_1mUwQ8WDbVXY7Bc",60,"> 4'000€
>5'900 CHF",27,145,"okay"
"321",229409893551200,2138,"R_3oYGk0oFoKvLtzl","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,7,2717,"R_3QXeVyZkmzNceBN",47,"<1'500- 2'499€
3'100-4'299CHF",35,45,"okay"
"322",229409893552235,794,"R_tPLRXslSCSIIrAZ","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",1,5,1000,"R_3rUHdtjaXvtIvz2",39,"2'500- 4'000€
<4'300- 5'899CHF",13,16,"okay"
"323",229409893552237,1103,"R_2uyor5CnrGzVwLP","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,2,1434,"R_1C4mhyAltGnXD7Q",70,"2'500- 4'000€
<4'300- 5'899CHF",18,23,"okay"
"324",229409893553280,2913,"R_1MWyS3TUczp278V","female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,5,752,"R_2AYJXywwVu6QGs3",62,"> 4'000€
>5'900 CHF",48,12,"okay"
"325",229409893553285,480,"R_3rPydNfjakAlFnL","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,3,696,"R_3lFcUWnw4BZ5vmK",52,"> 4'000€
>5'900 CHF",8,11,"okay"
"326",229409893555364,620,"R_3IRfQog8wLv6Z2l","male","Germany","> 4'000€
>5'900 CHF","degree",2,3,838,"R_XOg10LwL1qoLu25",64,"> 4'000€
>5'900 CHF",10,13,"okay"
"327",229409893555368,1811,"R_1ozl0QYygIw2niA","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",3,5,1791,"R_27k8PbNPolq0QAU",57,"2'500- 4'000€
<4'300- 5'899CHF",30,29,"okay"
"328",229409893555379,1235,"R_3JeLqCpCZJ4m1X8","male","Germany","> 4'000€
>5'900 CHF","degree",1,7,1011,"R_2s1MfU0zDpR0Jca",44,"> 4'000€
>5'900 CHF",20,16,"okay"
"329",229409893556412,714,"R_3n7ordFES5aQFbd","female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,6,1117,"R_1qX9y9uKlkCAb4j",60,"> 4'000€
>5'900 CHF",11,18,"okay"
"330",229409893556414,1025,"R_12DTHefOjls1akp","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",5,6,1282,"R_yEXDxhzyve1juHD",39,"2'500- 4'000€
<4'300- 5'899CHF",17,21,"okay"
"331",229409893556415,1486,"R_1rdfPw9w9wywNly","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,8,6308,"R_2qsbwlWVgx3U2Ga",77,"> 4'000€
>5'900 CHF",24,105,"okay"
"332",229409893557466,3592,"R_bmjQH4KlClbZu7L","female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,3508,"R_2RXiWR7wst6Q1iP",65,"<1'500€
<3'100CHF",59,58,"okay"
"333",229409893558495,1287,"R_2q9IHqiHtkEFt79","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1244,"R_1mw9V9ozzWi1LAn",70,"2'500- 4'000€
<4'300- 5'899CHF",21,20,"okay"
"334",229409893558497,1425,"R_1F4k8KPay3Z7kp4","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,4,1615,"R_PBTyt7WzyZvjzhv",53,"2'500- 4'000€
<4'300- 5'899CHF",23,26,"okay"
"335",229409893558499,1410,"R_1l51CHacIzAAOYr","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1705,"R_blT9RFPb7Be5eRr",60,"2'500- 4'000€
<4'300- 5'899CHF",23,28,"okay"
"336",229409893558502,985,"R_122NLeAz7IQz6Db","male","Germany","> 4'000€
>5'900 CHF","degree",2,7,1151,"R_24pwPmPBXaNb1Jp",73,"> 4'000€
>5'900 CHF",16,19,"okay"
"337",229409893559298,1004,"R_3F51HV2oo6MXsOu","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,1449,"R_ps0do9IuOyRiWQ1",61,"<1'500- 2'499€
3'100-4'299CHF",16,24,"okay"
"338",229409893559548,1243,"R_QhTYlHh4BjieNG1","male","Germany","> 4'000€
>5'900 CHF","middle school",2,4,1187,"R_Ab5K7H4yk2GvGPn",60,"> 4'000€
>5'900 CHF",20,19,"okay"
"339",229409893560330,2423,"R_1CpbbcLiMzHifTD","male","Germany","> 4'000€
>5'900 CHF","degree",2,3,10563,"R_2tbb14YphaE4xH6",75,"> 4'000€
>5'900 CHF",40,176,"okay"
"340",229409893561373,688,"R_3mJcyAkG7X9Gqel","male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,6,788,"R_3fZs2X9Bkox4pig",36,"2'500- 4'000€
<4'300- 5'899CHF",11,13,"okay"
"341",229409893561381,959,"R_pQrbEXhp0JUxzQ5","female","Germany","> 4'000€
>5'900 CHF","obligatory school",5,5,1083,"R_2AG1H1VH5t5XhR1",67,"> 4'000€
>5'900 CHF",15,18,"okay"
"342",229409893562422,1710,"R_3ozNcUtSC2durX2","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,1257,"R_1n0hU9OFnulf6DQ",47,"> 4'000€
>5'900 CHF",28,20,"okay"
"343",229409893563459,2161,"R_56b3rzqNRgjfHXj","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,927,"R_1FFDYiR7B3bxAQw",47,"2'500- 4'000€
<4'300- 5'899CHF",36,15,"okay"
"344",229409893563467,1004,"R_3g5brc9bkrNMBRO","female","Germany","> 4'000€
>5'900 CHF","middle school",2,8,2216,"R_3IXfO6cjcY5pjY5",63,"> 4'000€
>5'900 CHF",16,36,"okay"
"345",229409893563468,2067,"R_3jfzT7WP5HxcBKx","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,1799,"R_2RVM3Ml3yrbHgEd",68,"2'500- 4'000€
<4'300- 5'899CHF",34,29,"okay"
"346",229409893565555,1705,"R_2CO2PyLQ0hXJVAk","male","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,6,3376,"R_PM2SPU5OqQOPebn",70,"<1'500- 2'499€
3'100-4'299CHF",28,56,"okay"
"347",229409893566597,1932,"R_3KoN0ess4bPK8mS","male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,4,1747,"R_2aCzseQ1RcQVYH4",32,"> 4'000€
>5'900 CHF",32,29,"okay"
"348",229409893567644,1571,"R_1Hi6v3EBgholEqM","male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,5,1550,"R_W9DhX6A0Itwctt7",68,"> 4'000€
>5'900 CHF",26,25,"okay"
"349",229409893567654,1347,"R_123mcZ5Ghsa8y8U","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,9,1337,"R_2pVN9xJPvGeQwTl",56,"2'500- 4'000€
<4'300- 5'899CHF",22,22,"okay"
"350",229409893568680,3278,"R_1LBcVCh8pm4Wlva","male","Germany","> 4'000€
>5'900 CHF","middle school",2,6,4134,"R_3QFrmHKrdNNttqa",46,"> 4'000€
>5'900 CHF",54,68,"okay"
"351",229409893568695,1200,"R_DC2Y31RhrgXdq2l","female","Germany","> 4'000€
>5'900 CHF","degree",2,3,1265,"R_2aFwdSvQ5kee5F5",60,"> 4'000€
>5'900 CHF",20,21,"okay"
"352",229409893569726,880,"R_vkwQtf0JK6KmhZ7","male","Germany","> 4'000€
>5'900 CHF","middle school",3,5,644,"R_spYzqIGhHy1QNSV",45,"> 4'000€
>5'900 CHF",14,10,"okay"
"353",229409893570762,1103,"R_3m9PmtY3H8o50hi","male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,3,1099,"R_2v16SgaYMHNBq6S",43,"> 4'000€
>5'900 CHF",18,18,"okay"
"354",229409893570768,652,"R_cGcZqyuNa9pLbdT","female","Germany","<1'500€
<3'100CHF","obligatory school",1,6,703,"R_3EFEwrUIE8Kac63",50,"<1'500€
<3'100CHF",10,11,"okay"
"355",229409893571809,1323,"R_2SAHXl8MohUbUiF","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,1991,"R_1pY7VZtwZ0xvste",50,"<1'500- 2'499€
3'100-4'299CHF",22,33,"okay"
"356",229409893572842,1044,"R_2Pbst8kdZluDtvH","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,6,6751,"R_1j9BySKkUls71SL",35,"<1'500- 2'499€
3'100-4'299CHF",17,112,"okay"
"357",229409893572855,2923,"R_2EhtC7RpoGqCbe4","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,3083,"R_10ZbpT2snlVjOtf",64,"> 4'000€
>5'900 CHF",48,51,"okay"
"358",229409893573634,2996,"R_SW8meRihHCg4Ty9","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,6,1004,"R_sBWpaqbVldDifhD",60,"2'500- 4'000€
<4'300- 5'899CHF",49,16,"okay"
